GND,Biographie
118558765,"bekannt unter ihr. Mädchennamen wurde am 4. Iuni 1865 in dem Dorfe Kiaulkehmen im Kreise Gumbinnen (Ostpreußen) als die Tochter des dortigen Lehrers geboren und wuchs in einfachen, aber glücklichen Verhältnissen unter Bauern u. Tagelöhnern auf. Ihre Schulbildung beschränkte sich auf den Unterricht der einklassigen Volksschule. Nach dem Tode des Vaters (1881) ging sie nach Königsberg, um ihren verwitweten Bruder bei der Erziehung seiner Kinder zu unterstützen. Sie blieb zwei Iahre dort, weilte danach kurze Zeit bei Verwandten u. verheiratete sich 1886 mit einem städtischen Volksschullehrer. Doch währte die Ehe nur ein Iahr, und nun hieß es, sich selbst einen Weg durchs Leben zu bahnen. Erst mißglückten alle derartigen Versuche, auch der, als Schwester in ein Diakonissenhaus einzutreten. Dann fand sie Aufnahme im Kindergarten zu Lyk, u. seit 1888 hat sie Stellungen in vier verschiedenen Häusern innegehabt, erst als Erzieherin der jüngern und allerjüngsten Kinder, dann als Gesellschafterin bei einer alten Dame und nach deren Tode bei einer Enkelin derselben. Im Sommer 1900 siedelte sie nach dem masurischen Dorfe Buddern bei Angerburg über, um in der Nähe ihrer verheirateten Schwester nunmehr als Schriftstellerin zu wirken, da eine Reihe von Novelletten und sonstigen Arbeiten bereits günstige Aufnahme in Zeitungen u. Zeitschriften gefunden haben. Gedichte, 1899. 7. A. 1908. – Maienregen, Gottessegen (Volksbuch), 1904. – Freud’ und Leid (Ostpreuß. Volksbuch), 1905. – Festblüten (Für die Feierstunden der Frauenhilfe), 1. Heft, 1906. – Festgedichte und Freundesgüße, 1906. – Neue Gedichte, 1908."
116015683,"* am 9. Febr. 1838 zu Dresden, wandte sich erst dem Studium der Theologie, später der Pädagogik zu, wirkte in diesem Berufe als Hauslehrer in Riga, als Lehrer und nachmals als Direktor einer Privatanstalt in Dorpat, folgte nach einem einjährigen Aufenthalte in Paris 1867 einem Rufe als Direktor an die deutsche Schule in Neapel, der er sechs Iahre vorstand, privatisierte dann zwei Iahre, die er mit Studienreisen durch Deutschland, die Schweiz und namentlich Italien, sowie mit literarischen Studien ausfüllte, und war seit 1876 Professor der deutschen Sprache und Literatur an einem Lyceum in Neapel. Er starb während eines Besuchs in München am 26. Iuli 1907. Wandertage in Italien, 1874. – Durstige Tage (Eine welsche Weinwanderung), 1874. – Italiens Wunderhorn (Volkslieder in deutscher Übertrg.), 1878. – Sommerfahrt durch Italiens südliche Provinzen, 1880. – Unter den Olivenbäumen (Süditalien. Volksmärchen), 1880. – Italienische Gipsfiguren, 1881. 3. A. 1891. – Italien (Eine Sommerfahrt), 1881. – Skizzen u. Kulturbilder aus Italien, 1882. 2. A. 1891. – Pompejanische Novellen und andere, 1882. – Nach dem Süden (Wanderungen; mit Fritz Wernick), 1882. – Die Insel Ischia in Natur-, Sittenu. Geschichtsbildern, 1883. – Neue Welschlandbilder und Historien, 1886. – Sonnenbrut (Kopien realist. Bilder aus der neuesten italienischen Novellistik), 1887. – Volkstümliches aus Süditalien, 1896. – Rotes Blut und andere Geschichten aus Süditalien, 1897. 2. Aufl. 1900."
1057766305,"geb. am 18. April a. St. 1873 in Riga als Sohn des Komponisten und Musikers Karl K., wurde von dem Vater frühzeitig mit den besten Opern und Schauspielen bekannt gemacht und damit sein Beruf als Musiker vorbereitet. Wegen Kränklichkeit mußte er den Schulbesuch oft und meist auf längere Zeit unterbrechen, so daß sich in seiner Abgeschlossenheit von der Welt ein Hang zur Träumerei in ihm entwickelte. Häufiger Aufenthalt während der Sommermonate in einem der schönen Rigaschen Strandorte kräftigte seine Gesundheit u. weckte in ihm die Liebe zur Natur u. Poesie. Aber da starb, als er 14 Iahre alt war, sein Vater, und damit zerfiel die Möglichkeit, sich dem Beruf eines Musikers zu widmen. Schwierige Verhältnisse zwangen ihn, nach zwei Iahren die StadtRealschule zu verlassen und als Lehrling in ein Fabrikkontor einzutreten. In der Folge lebte er als Privatbeamter in der Kreisstadt Walk u. jetzt (1911) wieder in Riga. Aventjuren im Reiche Fabula u. Gedichte, 1906. – Romanzen und Lieder, 1910."
118721690,"pseudon. Schrill, (a. St.) in St. Petersburg geboren. Sein Vater Iohannes K., aus dem Kanton Schaffhausen gebürtig, war Lehrer daselbst u. hatte das Unglück, sein Augenlicht zu verlieren. Er zog sich daher nach Arensburg auf der Insel Oesel zurück, und hier absol-vierte Samuel 1875 das Gymnasium, worauf er in Dorpat Theologie studierte und 1879 graduierter Student ward. Nachdem er kurze Zeit Pastoradjunkt zu St. Iohannis in St. Petersburg gewesen, ward er 1880 Prediger in Grunau im Gouvern. Iekatarinoslaw, 1884 Prediger zu Neusatz in der Krim, verließ 1891 Rußland und ging zunächst nach Berlin, wo er Generalsekretär der Vereine zur Hebung der Sittlichkeit war. Seit dem Frühjahr 1892 Pastor in Düsseldorf, schied er am 1. Oktbr. 1898 freiwillig aus dem Pfarramt, um hinfort als freier Evangelist (Reiseprediger) und Schriftsteller zu wirken. Im Iahre 1902 gründete er die Monatsschrift „Auf dein Wort“, die er auch nach seiner Übersiedlung nach Freiburg in Baden (1903) noch herausgab. Ein Fahrenhöft (E. a. dem russischen Leben), 1888. 3. A. 1902. – Zweimal gestorben (R. a. d. russischen Leben), 1888. 2. A. 1901. – Sein Erbe (desgleichen), 1889. 2. A. 1896. – Aus Rußlands Steppen (Christliche En.), 1891. 2. A. 1900. – Um freien Glauben (E. a. Südrußland), 1892. 6. T. 1907. – Die Natschalniza (R.), 1892. 3. A. u. d. T.: Iadwiga (Die Natschalniza. R. a. d. russisch. Leben der Gegenwart), 1903. – Steppenbilder und Steppenleute (En.), 1894. 2. A. 1900. – Im Wegewinkel (Etwas für Christen und solche, die es werden wollen), 1894. 10. T. 1904. – Heimwärts (En.), 1894. 4. A. 1905. – Mosaik, 1895. 2. A. 1901. – Mein Fremdenbuch (Erinnergn. an Rußland), 1895. 4. Aufl. 1909. – Weihnachtsbüchlein für kleine und große Kinder, 1895. – Das Salz der Erde (N.), 1895. 2. A. 1902. – Der Brautwächter (N. aus Rußland, 1896. 3. A. 1901. – Von hüben und drüben (En.), 1896. 2. A. 1904. – Momentbilder vom Karneval (En.), 1897. 4. A. 1902. – Im Schatten der Schuld (R.), 1898. 2. Aufl. 1900. – Zum Sonntagabend (En.), 1. Bd., 1898. 2. A. u. d. T.: Wenne Pridik (E.), 1902. – Doktor Vorwärts’ zweite Trauung (R.); – Die halbe Verlobung (Sylter N.), 1899. – Oberlicht (E.), 1899. 10. T. 1905. – Der Vasenpfennig (N. a. d. Gegenwart), 1900. – Vom braven Schlingel (E.), 1900. – Seine Spuren in der Steppe (E.), 1901. – Menschwerdung (Soz. R. a. d. Gegenwart), 1902. 6. A. 1903. – Den Meinen erzählt (En.), 1. u. 2. A. 1903. – Lebendiges Echo (En.), 1904. – Wildes Taufen (E.), 1904. – Die goldene Feder. Heilserum (2 En.), 1905. – Sein eigen (Lebensbuch für junge Männer), 1905. 4. A. 1909. – Ein Höhenweg (Ein Buch f. konfirmierte Mädchen), 1906. 6. A. 1909."
1102221384,"geb. am 5. (17. n. St.) August 1832 zu Peederküll in Livland als der Sohn eines Arrendators, besuchte das Gouvern.-Gymnasium zu Riga, studierte von 1851 bis 1854 und von 1857–61 in Dorpat Medizin und Geschichte und war in der Zwischenzeit Hauslehrer in St tete er zwei Iahre lang den Baron Eduard Wolff-Stromersee in die Schweiz, das südliche Frankreich und nach Deutschland, war 1863–66 Mitarbeiter an der „Rigaischen Zeitung“ und begründete dann die „Zeitung für Stadt und Land“ in Riga, die er bis 1876 redigierte. Von 1875–83 war er Leiter von wohltätigen Erziehungsanstalten des Vereins gegen Bettelei in Eichenheim bei Riga, siedelte dann nach Berlin über, wo er schriftstellerisch tätig war, und kehrte 1887 in die Ostseeprovinzen zurück, um eine Lehrerstelle am Landesgymnasium in Fellin zu übernehmen. Nach Auflösung des letzteren (1892) wurde er Redakteur der „Dünazeitung“ in Riga. Der alte und der neue Glaube (Lebensbild), 1884. – Die Kosaken (N. v. Tolstoi, übers.), 1885. – Goethes Religion u. Goethes Faust, 1898."
1157580815,"geb. am 30. Novbr. (12. Dezbr.) 1815 in Kurland, studierte von 1835–40 an der Universität in Dorpat Theologie und lebte darauf als Hauslehrer und Erzieher meist auf dem Lande in Livland, beschäftigte sich gleichzeitig mit Hegelscher Philosophie u. historischen Studien. Später war er Vorsteher einer Privatlehranstalt in Gräfenfeld bei Lemsal und siedelte von dort 1852 nach Dorpat über, wo er am 17. (29.) Ian. 1859 an den Pocken †. Die Braut von Korinth (Tr.), 1843."
113665954,"pseud. W. Lustspieldichters August Frdr. Ferd. von K., wurde am 19. März 1813 in Reval geb., erhielt eine ausgezeichnete Erziehung in Rußland und widmete sich der diplomatischen Laufbahn. Zwar unterbrach er dieselbe, um die in der Moldau gelegenen Güter seiner Gattin zu bewirtschaften, trat aber 1857 wieder in den russischen Staatsdienst ein, wurde zunächst Legationssekretär in Dresden, 1865 Gesandter in Karlsruhe, kehrte in gleicher Stellung Ende 1869 nach Dresden zurück, erhielt 1878 den Gesandtschaftsposten in Bern, trat aber im Herbst 1879 mit dem Titel eines Geh. Rats in den Ruhestand und siedelte nach Dresden über. Im Iahre 1882 ging er nach Estland zurück u. lebte hier teils auf seinem Gute Orrenhof, teils in Reval. In dieser Stadt starb er am 5. Novbr. 1887."
1018227644,"Architekt, Maler u. Dichter, wurde 1849 in Karapczin in der Bukowina geboren u. studierte in Czernowitz, Lemberg, Wien und Zürich, an dem letzteren Orte unter den Professoren Semper und Kinkel. Im Iahre 1872 folgte er seinem Lehrer Semper nach Wien und arbeitete unter ihm und unter Baron Hasenauer an den beiden Hofmuseen, dem Hofburgtheater u. dem kaiserlichen Iagdschlosse in Lainz bis zu Ende d. I. 1888. Im folgenden Iahre trat er unter Kirschner in die Bauleitung der Hofburg gegen den Michaelerplatz und 1890 auch als Graphiker und Maler in die Öffentlichkeit. Seine mit dem Maler Max Levis angefertigten Ölgemälde kaufte 1892 Richard Bong in Berlin zu Reproduktionszwecken an, darunter die Bilder „Überzählig‟ und „Ballsouper‟. Neben dieser künstlerischen Tätigkeit wirkte K. auch als Kunst-Berichterstatter für mehrere Zeitungen und wurde 1891 zum Schriftführer des Wiener Künstlerklubs gewählt, in welchem er eine Serie öffentlicher Vorträge hielt."
141208813,"wurde am 29. Novbr. a. St. 1857 zu Ottenküll in Estland als Sohn des dort als Lehrer tätigen Pastors Hugo K. geboren und entstammt einer alten Pastorenfamilie, die seit mehr als 100 Iahren das Pastorat Neugut im Bauskeschen Kreise Kurlands innehatte. Seine Mutter Sally war eine Nichte Wilhelms von Kügelgen, des Verf. der „Iugenderinnerungen eines alten Mannes‟. Im I. 1861 siedelte der Vater nach dem erwähnten Stammsitze der Familie über. Der Sohn besuchte die Gymnasien zu Mitau u. Goldingen, studierte 1877‒81 in Dorpat Geschichte und verließ die Universität als „Oberlehrer der historischen Wissenschaften‟. Er wirkte darauf als Hauslehrer in Friedrichshof (Estland), danach in der Nähe von Moskau und folgte 1884 einem Rufe als Chefredakteur der „Libauschen Zeitung‟ nach Libau, wo er bis 1893 weilte, um dann nach Berlin überzusiedeln. Hier war er nacheinander Redakteur an der „Modernen Kunst‟, Chefredakteur des Korrespondenzbureaus „Vorarbeit‟ und leitender Redakteur der „Deutschen Mark‟. In den I. 1903‒07 war er Chefredakteur der „Ostpreußischen Zeitung‟ in Königsberg i. Pr., unternahm dann im Auftrage des „Berliner Lokalanzeigers‟ eine Rundreise durch das noch in den Nachwehen der Revolution liegende Rußland und kehrte darauf als Vertreter der „Ostpreuß. Ztg.‟ nach Berlin zurück. 1908 übernahm er dann die Chefredaktion der „Baltischen Post‟ in Riga."
116555211,"geb. in Lemberg am 3. Iuni 1865, absolvierte 1882‒87 sowohl die philosophischen als auch medizinischen Studien an der Universität Wien und wurde daselbst zum Militärepidemie in Klosterneuburg 1886 war er daselbst in freiwilliger Dienstleistung tätig. Er ist vorwiegend Botaniker u. hat mehrere fachwissenschaftliche Schriften veröffentlicht. Seit 1892 ist er auch Mitredakteur des „Fremdenblatts‟."
11872472X,"geb. am 11. August 1871 in Dorpat als Sohn des Kirchenhistorikers und Pastors Karl Hermann K., besuchte das Progymnasium u. Pädagogium der evangelischen Brüdergemeinde in Niesky (Oberlausitz), studierte 1890 bis 1893 auf Wunsch der Eltern Theologie, darauf nach eigener Wahl Geschichte, Geographie und Literatur, war dazwischen als Lehrer in der Pensionsanstalt zu Königsfeld (Baden) und an der deutschen Schule in Genua tätig und kehrte 1896 nach Deutschland zurück, wo er in Leipzig seine Studien fortsetzte u. durch seine Doktorpromotion 1898 zum Abschluß brachte. Von 1898‒1904 war K. Unterbibliothekar an der prinzlichen Sekundogeniturbibliothek in Dresden u. dann Assistent am königlichen Historischen Museum daselbst, und 1905 habilitierte er sich als Dozent für deutsche Literaturgeschichte an der königl. Technischen Hochschule in Hannover, an der er noch jetzt, und zwar seit 1909 als Professor, tätig ist. Seinen Wohnsitz hat er in Herrenhausen bei Hannover."
116581999,"gehört der bekannten baltischen Gelehrtenund Malerfamilie an und wurde am 23. Februar 1868 auf dem Rittergute Ottenküll in Estland geboren. Er studierte in Königsberg u. Leipzig Theologie und wurde in Gießen auf Grund der Schrift „Die Dogmatik Albrecht Nitschls‟ (2. A. u. d. T.: „Grundriß der Ritschlschen Dogmatik‟, 1903) zum theol. Bibliothekar der „Gelehrten Estnischen Gesellschaft‟ bei der Universität Dorpat u. lebte darauf in Leipzig u. Dresden als Privatgelehrter, als welcher er eine Reihe theologischer Fachschriften veröffentlichte. Im I. 1903 wurde er Kollaborator an der Stadtkirche in Weimar, 1906 Hilfsgeistlicher an der Moritzkirche in Zwickau und ist seit 1908 Pastor an St. Andreas in Chemnitz. Von seinen ästhetischen Schriften ist besonders „Gerhard von Kügelgen als Porträtund Historienmaler‟ (1901) hervorzuheben."
1228123926,"geb. am 26. August a. St. 1836 zu Reval, Sohn des Malers Konstantin v. K., besuchte die Domschule daselbst, studierte seit 1855 in Dorpat erst Zoologie, dann Medizin u. starb daselbst am 22. Ian. 1860 am Typhus."
116590823,"geb. am 20. Februar 1862 (a. St.) im Gouvernement Orel (Rußland) als Tochter eines Engländers, des Fabrikbesitzers Iohn Benisson Iames, und einer Deutschrussin aus Kurland, erhielt ihre deutsche Schulbildung bis zum 12. Iahre im elterlichen Hause, dann in der deutschen Töchterschule in Mitau (Kurland) und später in Dorpat (Livland), wo sie das Hauslehrerinnen-Examen absolvierte (1879) und sich noch ein Iahr lang ihrer Ausbildung in der Musik widmete. Dann folgten zwei Iahre, in denen sie wunderschöne Reisen an das Südufer der Krim machen durfte u. auch Konstantinopel kennen lernte. Ihr Wunsch, hier in einem türkischen Hause die Stelle einer Erzieherin übernehmen zu können, zerschlug sich, da sie sich 1882 mit dem Maler Rudolf von Zur-Mühlen in Dorpat verheiratete. Die Ehe war unglücklich und wurde nach fünf Iahren wieder getrennt. Frances zog nun 1888 mit ihren beiden kleinen Töchtern nach Riga und versuchte es, mit geringen Mitteln u. viel Idealismus mit dem Leben fertig zu werden. Damals entstanden auch ihre ersten literarischen Versuche. Nach vierjährigem Ringen um die Existenzmittel verheiratete sie sich mit dem kurländischen Pastor Ernst Külpe, mit dem sie 9 Iahre auf dem Lande in Kurland und seit 1901 in Libau lebte, wo der Gatte Prediger an der deutschen Gemeinde ward. Ein tückisch auftretendes Lungenleiden des letzteren nötigte die Gatten, nach Nervi in Italien überzusiedeln, wo der Mann nach schwerem Leiden 1905 starb. Inzwischen hatte Frances K. auf ihren Reisen Deutschland kennen gelernt u. durch Richard Dehmel in Blankenese, Frau Bernhardine Schulze-Smidt in Bremen und Paul Heyse in Gordone lebhafte Anregung und Ermunterung zu neuer literarischer Arbeit erfahren. Die politischen Verhältnisse in Rußland luden zu einer Rückkehr in die Heimat nicht ein; so blieb Frances noch einige Iahre in Nervi wohnen und siedelte dann 1908 nach München über. S: Freilicht-Skizzen aus Rußland u. anderes, 1901. ‒ Wera Minajew. Kämpfe einer Mädchenseele (R.), 1902. ‒ Die Insel des Lebens (M. u. Phantasien), 1906. ‒ Mutterschaft (Baltischer R.), 1907. ‒ Drei Menschen (Psycholog. N.), 1907. ‒ Der Schmerzenssohn (Eine stille Gesch.), 1909. ‒ Doppelseele (R.), 1910. ‒ Rote Tage (Baltische Nn. a. d. Revolutionszeit), 1911."
11872567X,"wurde am 1. März (18. Febr. a. St.) 1880 in Riga (Livland) geboren. Sein Vater, Viktor K., hatte Architektur studiert, übte jedoch seinen Beruf nicht aus, sondern übernahm die Bewirtschaftung des Familiengutes Paesemal (Livland). Hier verlebte der Sohn seine Kindheit. Während des Winters lebte die Familie in der Stadt und führte dort anfangs ein ziemlich großes Haus, wodurch der Sohn früh mit den Vorteilen und Nachteilen des gesellschaftlichen Lebens vertraut wurde, ohne daß dies jedoch von bleibendem Einfluß auf ihn gewesen wäre. Seine Schulbildung erhielt er in zwei Privatschulen, dann in dem Stadtgymnasium in Riga und zum Schluß im Petersburger Gymnasium, das er kurz vor der Reifeprüfung infolge eines Zwistes mit dem Leiter verlassen mußte. Mehr aber als allen diesen Schulen verdankte er seinem hochgebildeten Vater, der sein Augenmerk mehr auf die Allgemeinbildung richtete. K. ging nun nach Deutschland und studierte seit Ostern 1900 in Leipzig Philosophie, Psychologie, Psychiatrie, beschäftigte sich aber meist mit künstlerischen Arbeiten. Im Herbst 1902 verließ er Leipzig und ging nach Berlin, wo er seitdem als unabhängiger Schriftsteller lebt."
