Personenname,Sprache,Sprachnutzung,Beleg,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
"Stein-Nordheim, Baronin Elisa von",Französisch,Übersetzungen,und,,,,,Studien,"beherrscht ausser ihrer Muttersprache die englische, französische und italienische Sprache vollständig",,,
"Stein-Nordheim, Baronin Elisa von",Italienisch,Übersetzungen,und,,,,,Studien,"beherrscht ausser ihrer Muttersprache die englische, französische und italienische Sprache vollständig",,,
"Stein-Nordheim, Baronin Elisa von",Russisch,Übersetzungen,"übersetzt aus diesen Sprachen, wie auch aus dem Russischen",,,,,,,,,
"Steen, Frl. Anna",Englisch,Übersetzungen,Aus dem Engl.,,,,,(bei,verschiedenen,Werken),,
"Steen, Frl. Anna",Holländisch,Übersetzungen,Nach dem Holl.,,,,,(bei,verschiedenen,Werken),,
"Steinitz, Frl. Franziska",Italienisch,Übersetzungen,und,,,,,Studium,"beschäftigte sich teils in Breslau, teils in Berlin, mit der Erlernung der romanischen Sprachen",,,
"Steinitz, Frl. Franziska",Spanisch,Übersetzungen,und,,,,,Studium,"beschäftigte sich teils in Breslau, teils in Berlin, mit der Erlernung der romanischen Sprachen",,,
"Steinitz, Frl. Franziska",Provenzalisch,Übersetzungen,"Übersetzungen italienischer, spanischer und provençalischer Volkslieder",,,,,,,,,
"Steinrück, Frau Melanie",Französisch,Kindheitserziehung,Als Kind lernte sie französisch und englisch,,,,,,,,,
"Steinrück, Frau Melanie",Englisch,Kindheitserziehung,Als Kind lernte sie französisch und englisch,,,,,,,,,
"Stradal, Frau Hildegard",Französisch,Übersetzung,von,,,,,Lyrik,"»Rayons et ombres.« Gedichte von V. Hugo, übersetzt v. H. Stradal",,,
"Strejček, Frl. Aloisia",Tschechisch,Muttersprache/Umgangssprache,Ihr Anfangsunterricht wie auch die Umgangssprache in Haus und Dorf waren czechisch,,,,,,,,,
"Strejček, Frl. Aloisia",Deutsch,Zweitsprache,nach,,,,,Umzug,Im Jahre 1872 siedelte ihre Familie nach dem deutschen Städtchen Dauba bei Böhmisch-Leipa über,,,
"Studnitz, Frl. Clara von",Deutsch,Prüfung/Lehrtätigkeit,"In Helsingfors bestand sie die Prüfungen in der deutschen, französischen und russischen Sprache",,,,,,,,,
"Studnitz, Frl. Clara von",Französisch,Prüfung/Lehrtätigkeit,"In Helsingfors bestand sie die Prüfungen in der deutschen, französischen und russischen Sprache",,,,,,,,,
"Studnitz, Frl. Clara von",Russisch,Prüfung/Lehrtätigkeit,"In Helsingfors bestand sie die Prüfungen in der deutschen, französischen und russischen Sprache",,,,,,,,,
"Susemihl, Charlotte",Englisch,Übersetzung,von,,,,,Romanen,Zehn Jahre. Rom. Ans dem Engl. der Gertrude Young,,,
"Sussmann, Frau Anna Eva",Englisch,Übersetzung,"Sie übersetzt aus dem Englischen, Italienischen, Spanischen",,,,,,,,,
"Sussmann, Frau Anna Eva",Italienisch,Übersetzung,"Sie übersetzt aus dem Englischen, Italienischen, Spanischen",,,,,,,,,
"Sussmann, Frau Anna Eva",Spanisch,Übersetzung,"Sie übersetzt aus dem Englischen, Italienischen, Spanischen",,,,,,,,,
"Suttner, Bertha, Freiin v.",Englisch,Übersetzung,von,,,,,Romanen,Der Kaiser von Europa. Nach dem Engl. des F. A. Fawkes,,,
"Szelinska, Frau Johanna",Englisch,Muttersprache/Dichtung,1886 entstanden ihre ersten Gedichte und zwar in englischer Sprache,,,,,,,,,
"Szelinska, Frau Johanna",Deutsch,Vatersprache,geboren am 6. Dezember 1857 zu Sidney in Australien als Tochter eines deutschen Vaters und einer englischen Mutter,,,,,,,,,
"Tarnow, Fanny",Französisch,Übersetzung,von,,,,,Romanen,Anais. Jenny Bastide. Übersetzg.,/,Clemence. Mad. Charles Reybaud. Ins Deutsche übertragen,
"Tautphoeus, Jemima, Baronin",Englisch,Übersetzung,von,,,,,Romanen,Quitte. Rom. in 3 Bdn. Autoris. Übersetzg. aus dem Engl.,,,
"Taylor, Frau Marie",Englisch,Übersetzung,der,,,,,Werke,ihres,Gatten,übersetzte die Werke ihres Gatten aus dem Englischen,
"Tesche, Frl. Wilhelmine",Deutsch,Prüfung/Lehrtätigkeit,"bestand sie die Prüfungen in der deutschen, französischen und russischen Sprache",,,,,,,,,
"Tesche, Frl. Wilhelmine",Französisch,Prüfung/Lehrtätigkeit,"bestand sie die Prüfungen in der deutschen, französischen und russischen Sprache",,,,,,,,,
"Tesche, Frl. Wilhelmine",Russisch,Prüfung/Lehrtätigkeit,"bestand sie die Prüfungen in der deutschen, französischen und russischen Sprache",,,,,,,,,
"Tetzner, Frau Dr. Helene",Litauisch,Bearbeitung,von,,,,,Volksgesängen,u. F. Tetzner. Dainos. Littauische Volksgesänge mit litteraturgesch. Einleitg.,,,
"Thaler, Frau Christine",Italienisch,Korrespondententätigkeit,Von 1870–1880 war sie italienischer und ägyptischer Korrespondent deutscher Blätter,,,,,,,,,
"Therese, Prinzessin von Bayern",Zwölf,Sprachen,Wissenschaftliche,,,,,Studien,"Ganz aussergewöhnliches Talent zeigte sie für Sprachen, von denen sie in Wort und Schrift zwölf beherrscht",,,
"Theumann, Frl. Clara",Französisch,Übersetzung,für,,,,,Zeitschriften,Sie ist als Übersetzerin aus dem Französischen und Englischen für deutsche und österreichische Zeitschriften thätig,,,
"Theumann, Frl. Clara",Englisch,Übersetzung,für,,,,,Zeitschriften,Sie ist als Übersetzerin aus dem Französischen und Englischen für deutsche und österreichische Zeitschriften thätig,,,
"Thorne, Dora",Englisch,Bearbeitung,amerikanischer,,,,,Texte,Unter Syringen. Dem Amerikanischen nacherzählt,,,
"Thron, Frau Louise F. v.",Holländisch,Übersetzung,Ein Charakterbild. Aus dem Holländischen,,,,,,,,,
"Tieck, Dorothea",Englisch,Shakespeare-Übersetzung,"beteiligte sich an der Shakespeare-Übersetzung ihres Vaters. Sie übersetzte »Coriolan«, »Timon von Athen«, »Macbeth«",,,,,,,,,
"Tollmann, Clara",Englisch,Übersetzung,von,,,,,Romanen,"Die Diamantrose... Aus dem Engl. der Sara Tytler, übers. v. C. T.",,,
"Töppe, Adolphine",Englisch,Lehrbücher,und,,,,,Briefe,Englisches Lesebuch mit Vocabular für Schulen,/,The English letter. Engl. Briefe,
"Töppe, Adolphine",Französisch,Lehrbücher,und,,,,,Briefe,Französisches Lesebuch für die oberen Klassen höherer Töchterschulen,/,La lettre française. Französ. Briefe,
"Tschapeck, Lydia",Deutsch,Literaturkritik,"arbeitete sie im Gebiete der Kritik deutscher, französischer und vorzüglich englischer Litteratur",,,,,,,,,
"Tschapeck, Lydia",Französisch,Literaturkritik,"arbeitete sie im Gebiete der Kritik deutscher, französischer und vorzüglich englischer Litteratur",,,,,,,,,
"Tschapeck, Lydia",Englisch,Literaturkritik,"arbeitete sie im Gebiete der Kritik deutscher, französischer und vorzüglich englischer Litteratur",,,,,,,,,
"Tuhten, Frau Anna",Französisch,Übersetzung,für,,,,,Reclam,Die Belagerung von Paris... Aus dem Franz. übersetzt,/,Sergius Panin... Aus dem Franz. übers.,
"Tuhten, Frau Anna",Englisch,Übersetzung,für,,,,,Reclam,Die Braut von Lammermoor... Übersetzg. aus dem Engl.,/,Robinson Crusoe. Aus dem Engl. d. de Foë,
"Ulmann, Frl. Paula",Französisch,Übersetzung,Sie ist Übersetzerin aus dem Französischen,,,,,,,,,
"Ulrich, Frau Alida von",Russisch,Übersetzung,ins,,,,,Französische,war schriftstellerisch thätig und zwar mit Übersetzungen aus dem Russischen und Polnischen ins Französische,,,
"Ulrich, Frau Alida von",Polnisch,Übersetzung,ins,,,,,Französische,war schriftstellerisch thätig und zwar mit Übersetzungen aus dem Russischen und Polnischen ins Französische,,,
"Ulrich, Frau Alida von",Französisch,Zielsprache,der,,,,,Übersetzungen,war schriftstellerisch thätig und zwar mit Übersetzungen aus dem Russischen und Polnischen ins Französische,,,
Varnhagen Helene,Dänisch,Übersetzung,Sie übersetzt aus dem Dänischen,,,,,,,,,
Vaselli Marie,Italienisch,Schriftliche Arbeiten,sie beherrscht das Italienische so gut wie das Deutsche,,,,,,,,,
Verena Sophie,Englisch,Übersetzung,Aus dem Engl.,,,,,,,,,
Vossmann Ludmilla,Französisch,Übersetzungen,Sie beherrscht die französische italienische und englische Sprache vollständig,,,,,,,,,
Vossmann Ludmilla,Italienisch,Übersetzungen,Sie beherrscht die französische italienische und englische Sprache vollständig,,,,,,,,,
Vossmann Ludmilla,Englisch,Übersetzungen,Sie beherrscht die französische italienische und englische Sprache vollständig,,,,,,,,,
Wachner H.,Ungarisch,Wissenschaftliche Abhandlungen,für zwei pädagogisch-philosophische Abhandlungen in magyarischer Sprache,,,,,,,,,
Wagenaar-Humelinck Henrike,Deutsch,Schriftstellerische Arbeiten,weckte den Wunsch in ihr die deutsche Sprache im Lande selbst zu erlernen,,,,,,,,,
Waldner Minna,Englisch,Übersetzung,Aus dem Engl.,,,,,,,,,
Walheim Sophie,Französisch,Übersetzung,Übers. a. d. Franz.,,,,,,,,,
Walter Marie,Englisch,Übersetzung,Übersetzung moderner und die Neugestaltung älterer englischer und französischer Werke,,,,,,,,,
Walter Marie,Französisch,Übersetzung,Übersetzung moderner und die Neugestaltung älterer englischer und französischer Werke,,,,,,,,,
Ward Mrs. Marschall,Englisch,Übersetzung,Aus dem Engl.,,,,,,,,,
Warrens Rosa,Dänisch,Übersetzung von Volksliedern,Dänische Volkslieder. Übers. 1858,,,,,,,,,
Warrens Rosa,Finnisch,Übersetzung von Volksliedern,Finnländische Volkslieder. Übers. 1868,,,,,,,,,
Warrens Rosa,Isländisch,Übersetzung von Volksliedern,Isländische Volkslieder. Übers. 1866,,,,,,,,,
Warrens Rosa,Norwegisch,Übersetzung von Volksliedern,Norwegische Volkslieder Übers. 1864,,,,,,,,,
Warrens Rosa,Schottisch,Übersetzung von Volksliedern,Schottische Volkslieder. Übers. 1861,,,,,,,,,
Warrens Rosa,Schwedisch,Übersetzung von Volksliedern,Schwedische Volkslieder der Vorzeit,,,,,,,,,
Wartenberg Adelheid von,Französisch,Übersetzung,Sie begann mit Übersetzungen aus dem Französischen,,,,,,,,,
Wasserburg Franziska,Französisch,Übersetzung,Übersetzungen aus dem Französischen und Englischen,,,,,,,,,
Wasserburg Franziska,Englisch,Übersetzung,Übersetzungen aus dem Französischen und Englischen,,,,,,,,,
Weber Gertrud,Französisch,Übersetzung/Bearbeitung,Nach dem Franz. in freier deutscher Bearbeitg.,,,,,,,,,
Weick Josephine,Französisch,Unterricht,Ein Hilfsbuch f. d. Mittelstufe des französ. Unterrichts,,,,,,,,,
Weil Auguste,Englisch,Übersetzung,Sie ist Übersetzerin aus dem Englischen,,,,,,,,,
Weinberg Clara,Englisch,Unterricht und Übersetzung,Sie ist Lehrerin der englischen französischen und italienischen Sprache und liefert Übersetzungen aus diesen Sprachen,,,,,,,,,
Weinberg Clara,Französisch,Unterricht und Übersetzung,Sie ist Lehrerin der englischen französischen und italienischen Sprache und liefert Übersetzungen aus diesen Sprachen,,,,,,,,,
Weinberg Clara,Italienisch,Unterricht und Übersetzung,Sie ist Lehrerin der englischen französischen und italienischen Sprache und liefert Übersetzungen aus diesen Sprachen,,,,,,,,,
Weinzierl Louise Antonie,Englisch,Übersetzung,Übersetzungen aus dem Englischen Französischen und Italienischen,,,,,,,,,
Weinzierl Louise Antonie,Französisch,Übersetzung,Übersetzungen aus dem Englischen Französischen und Italienischen,,,,,,,,,
Weinzierl Louise Antonie,Italienisch,Übersetzung,Übersetzungen aus dem Englischen Französischen und Italienischen,,,,,,,,,
Weiss Sidonie,Rumänisch,Übersetzung,übersetzte mehreres in Vers und Prosa aus dem Rumänischen,,,,,,,,,
Wessner Clara,Französisch,Übersetzung,übersetzt Romane aus dem Französischen und Englischen,,,,,,,,,
Wessner Clara,Englisch,Übersetzung,übersetzt Romane aus dem Französischen und Englischen,,,,,,,,,
Wettstein-Adelt Minna,Französisch,Erziehung,genoss in Frankreich ihre Erziehung,,,,,,,,,
Weyergang W.,Französisch,Unterricht,unterrichtete in Frankreich und England,,,,,,,,,
Weyergang W.,Englisch,Unterricht,unterrichtete in Frankreich und England,,,,,,,,,
Wiechowski Wilhelmine,Französisch,Unterricht,erwarb sich an der k. k. Universität staatsgültige Zeugnisse zum Unterricht der französischen und englischen Sprache,,,,,,,,,
Wiechowski Wilhelmine,Englisch,Unterricht,erwarb sich an der k. k. Universität staatsgültige Zeugnisse zum Unterricht der französischen und englischen Sprache,,,,,,,,,
Wietholtz-Neurese Margarete Berta Elise,Plattdeutsch,Dialektdichtung,wandte sich dann der plattdeutschen Dialektdichtung mit gutem Erfolge zu,,,,,,,,,
Wiget Sophie,Englisch,Übersetzung,Die es that. Rom. Aus dem Englischen des Grant Allen übersetzt,,,,,,,,,
Wildermuth Ottilie,Englisch,Übersetzung,Sonntagnachmittage daheim. Betrachtgn. f. häusl. Erbaug. Nach d. Engl.,,,,,,,,,
Wille Emilie,Französisch,Übersetzung,"Blanka. Aus dem Franz. der Mme. Junot v. Abrantes. Übers, v. E. W.",,,,,,,,,
Willigerod Lilly,Englisch,Übersetzung,"übersetzte, tief ergriffen, dessen Predigten für Freunde in Deutschland",,,,,,,,,
Willkomm-Schneider Martha,Englisch,Spracherwerb im Ausland,wo sie sich das Englische und Italienische so vollkommen wie ihre Muttersprache aneignete,,,,,,,,,
Willkomm-Schneider Martha,Italienisch,Spracherwerb im Ausland,wo sie sich das Englische und Italienische so vollkommen wie ihre Muttersprache aneignete,,,,,,,,,
Windscheid Katharina,Englisch,Literaturwissenschaft,Die englische Hirtendichtung von 1579–1625,,,,,,,,,
Winkler-Kallusky Martha,Latein,Schulunterricht,wurde von ihrem Vater Kallusky...fast ganz allein in den erforderlichen Schulfächern und auch in Latein und Griechisch unterrichtet,,,,,,,,,
Winkler-Kallusky Martha,Griechisch,Schulunterricht,wurde von ihrem Vater Kallusky...fast ganz allein in den erforderlichen Schulfächern und auch in Latein und Griechisch unterrichtet,,,,,,,,,
Winter Amalie,Englisch,Übersetzung,Bekenntnisse eines Opiumessers Aus dem Engl. 1840,,,,,,,,,
Winterfeld Emmy von,Englisch,Auslandsaufenthalt,Dann verlebte sie einen Sommer in England bei einem Bruder,,,,,,,,,
Winz Sophie,Schweizerdeutsch,Mundartdichtung,Für Mundartgedichte hat S. W. besondere Befähigung gezeigt...im Steiner (schweizerischen) Dialekt,,,,,,,,,
Wirth Bettina,Englisch,Spracherwerb im Ausland,wo sie sich das Englische und Italienische so vollkommen wie ihre Muttersprache aneignete,,,,,,,,,
Wirth Bettina,Italienisch,Spracherwerb im Ausland,wo sie sich das Englische und Italienische so vollkommen wie ihre Muttersprache aneignete,,,,,,,,,
Wirz-Baumann Rosalie,Französisch,Schulbesuch,"erhielt ihren ersten Schulunterricht in La Chauxdefonds, wo sie die französische Primarschule besuchte",,,,,,,,,
Wohlauer Marie,unspezifisch,Übersetzungstätigkeit,ist als Übersetzerin thätig,,,,,,,,,
Woldstedt Gustave von,Schwedisch,Übersetzung,Poetische Versuche. Aus d. Schwed. der Anna Maria Lenngren übersetzt,,,,,,,,,
Wolf Hedwig,Spanisch,Übersetzung,Des Lebens traurige Komödie. Sittenbilder a. d. span. Leben. Von P. L. Coloma. Übersetzg.,,,,,,,,,
Wolf Marianne,Französisch,Übersetzung,Robertine. Erzählg. nach d. Franz.,,,,,,,,,
Wuthenow Alwine,Plattdeutsch,Dialektdichtung,Blomen ut Annmariek-Schulten ehren Goren,,,,,,,,,
Wuttke-Biller E.,Französisch,Auslandsaufenthalt,"hielt sich dann zeitweise in Paris, der Schweiz und Oberitalien auf",,,,,,,,,
Wünn Anna,Englisch,Übersetzung,Sie veröffentlichte auch Übersetzungen englischer Romane,,,,,,,,,
Wunsch Marie,Holländisch,Übersetzung,"Agatha, die Tochter der Kosaken, Histor. Erzhlg. frei nach dem Holländ.",,,,,,,,,
Arndts Bertha,Italienisch,Übersetzung,Sonette der Vittoria Colonna mit deutscher Übersetzg.,,,,,,,,,
Augusti Brigitte,Französisch,Übersetzung,Liebe um Liebe. N. d. Franz. von J. Colomb,,,,,,,,,
Augusti Brigitte,Englisch,Übersetzung,Im Kampfe des Lebens. Eine Geschichte aus dem amerikan. Leben. Nach d. engl. Erzählg.,,,,,,,,,
Baumfeld Lisa,Französisch,Sprachbeherrschung,Sie beherrschte die französische und englische Sprache mit seltener Vollkommenheit,,,,,,,,,
Baumfeld Lisa,Englisch,Sprachbeherrschung,Sie beherrschte die französische und englische Sprache mit seltener Vollkommenheit,,,,,,,,,
Beaulieu Gertraut Châles de,Englisch,Übersetzung,Des Doktors Dilemma. Rom. Aus dem Englischen d. Hesba Stretton,,,,,,,,,
Becher Emmy,Englisch,Übersetzung,Eine gelbe Aster. Übers. aus dem Engl. d. Jota,,,,,,,,,
Becher Emmy,Französisch,Übersetzung,Was der heilige Joseph vermag. (La Neuvaine de Colette.) Aus dem Franz. der Jeanne Schultz,,,,,,,,,
Beck Karoline,Englisch,Übersetzung,Die Lanzen von Lynwood. Aus dem Engl. v. K. B.,,,,,,,,,
Behr Sophie,Russisch,Übersetzung,Über das Leben. Autoris. Übers. d. Graf Leo Tolstoy von S. B.,,,,,,,,,
Bender Auguste,Englisch,Auslandsaufenthalt,ging dann nach England und 1871 nach Amerika,,,,,,,,,
Berens Clara,Englisch,Lehrertätigkeit,Nach Absolvierung des vierjährigen Kursus wurde sie englische Lehrerin,,,,,,,,,
Berger Adele,Englisch,Übersetzung,Der König der Schnorrer. Von J. Zangwill. Übersetzg.,,,,,,,,,
Bernhard Julie,Französisch,Übersetzung,Jocelyn. Tagebuch e. Dorfpfarrers. Ep. Dichtg. Übersetzg. d. A. de Lamartine,,,,,,,,,
Bickel Auguste,Japanisch,Übersetzung,Warum heiraten wir? Gedanken eines modernen Japaners über Ehe u. Frauenleben. Naomi Tamura. Übersetzg.,,,,,,,,,
Blohm Ottilie,Englisch,Übersetzung,war Novellistin und Übersetzerin aus dem Englischen,,,,,,,,,
Blumberg Malwina,Polnisch,Übersetzung,Der Dorfhausierer. Eine Erzählg. Übersetzg. d. Elise Orzeszko,,,,,,,,,
Böcler Anna,Englisch,Übersetzung,Des höchsten Königs Diener. Übersetzg. d. Hesba Stretton,,,,,,,,,
Boehmer Hedwig,Lateinisch,Übersetzung,Franzisko de Enzinas. Denkwürdigkeiten vom Zustand der Niederlande u. von der Religion in Spanien. Aus d. Lateinischen,,,,,,,,,
Borch Marie von,Norwegisch,Übersetzung,Redakteur Lynge. Übersetzg. aus dem Norwegischen des Knut Hamsun,,,,,,,,,
