identifier,original,surname_y,prename_y,Zusatz,alternative_names_y,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
118570773,Halka Alexander,Halka,Alexander,,,Loosdorf,Rom,1863-04-29,1922-07-06,"Halka, Alexander. Biographie s. Gräfin Marie Therese Ledochowska.","‒ Die heilige Odilia. Schausp. 8. (71) Wien 1884, Kirsch. n –.80 ‒ Echo aus Afrika. Illustr. kath. Monatsschrift zur Förderung der afrikanischen Missionsthätigkeit. Iährlich 12 Hefte. Aufl. 8000. Probenummern gratis. Salzburg, Dreifaltigkeitsgasse 12. Iährl. 1.20 ‒ Kleine Afrika-Bibliothek. Unterhaltendes u. Belehrendes z. Förderg. d. Interesses u. d. Liebe zu uns. ärmsten schwarzen Brüdern. Iährl. 6 Hefte. (à 32) Salzburg, Verlag der St. Petrus Clarner Sodalität. Iährl m. Post –.80à No. –.10 ‒ Mein Polen. Reiseerinnergn. 2. Aufl. 12. (166 m. Abbildgn.) Wien 1892, »Austria«. 2.– ‒ St. Aloisius wacht! Schausp. 12. (84) Wien 1891, »St. Norbertus«. 1.– ‒ Was geht das uns an? Gedanken u. Erwäggn. üb. d. Werk d. Antisklaverei u. d. kathol. Missionsthätigkeit in Afrika. 16. (62 m. Bildern.) Salzburg 1892, A. Pustet. –.40",Ledochowska Marie Therese,"Ps. Alexander Halka und Africanus, Salzburg, Dreifaltigkeitsgasse 12, ist die Nichte des aus dem preussischen Kulturkampfe bekannten Erzbischofs von Gnesen und Posen, jetzigen Kardinals Ledochowski in Rom und wurde am 29. April 1863 zu Losdorf in Niederösterreich geboren. Sie verlebte ihre Kindheit teils in Niederösterreich, teils in Galizien, war 1885–1891 Hofdame am grossherzoglichen toskanischen Hofe in Salzburg und gab ihre Stellung auf, um ihre Feder und Kenntnisse ganz in den Dienst der katholischen afrikanischen Missionen zu stellen. Sie lebt in Salzburg und redigiert seit 1889 die katholische illustrierte Monatsschrift »Echo aus Afrika«. Werke s. auch A. Halka.","‒ Zaïda, das Negermädchen. Volksdrama. 8. (85) (Erschien unter dem Ps. Africanus.) Salzburg 1889, Mittermüller. n 1.–",Losdorf,Salzburg,Gnesen,Rom,Rom,Posen,,,,,,,,,,,,,,,,,,,,
127140964,Hamkens Emilie,Hamkens,Emilie,,,Wesel,,1852,,"Hamkens, Frau Emilie, Engelsruh bei Husum, Schleswig-Holstein, wurde in Wesel als die Tochter des Kaufmanns Heinrich Kirsch geboren. Die Familie siedelte bald darauf nach Hamburg über. 1870 heiratete Emilie den Landwirt Wilhelm Hamkens. Frau H. hat sich durch Novellen und Feuilletons in grösseren Zeitungen bekannt gemacht.",,,,,Husum,Hamburg,Schleswig,Wesel,,,,,,,,,,,,,,,,,,,,,,
1263240259,Hann Pauline,Hann,Pauline,,,,,1855,,"Hann, Pauline, New-York, 24 E., 119 Str., geboren am 29. Mai 1855 zu Horiz in Böhmen, ist sie in Amerika als Publizistin und Novellistin thätig. Im Jahre 1891 hat sie ein Buch »Anspruchslose Geschichten« herausgegeben. Aus ihrer Feder stammt auch die Novelle »Zum Manne gereift«.","‒ Anspruchslose Geschichten. 12. (299) Leipzig 1891, A. G. Liebeskind. 3.60",,,,New-York,,,,,,,,,,,,,,,,,,,,,,,,,
116473908,Harder Agnes,Harder,Agnes,,,Königsberg,Berlin,1864-03-24,1934-02-07,"Harder, Frl. Agnes, Stargard, Pommern. Am 24. März 1864 in Königsberg, Ost-Preussen, geboren, verlebte sie ihre Jugend im Hause ihrer","‒ Doktor Eisenbart. Familienrom. 8. (301) Berlin 1897, O. Janke. n 2.– ‒ Erkämpft. Rom. 8. (306) Ebda. 1893. 5.–wohlf. Ausg. 2.– ‒ Mein Gummimännchen. Aus heiteren Stunden. 8. (139) Ebda. 1896. n 1.– ‒ Sommervögel. Eine launige Sommergeschichte. 8. (292) Ebda. 1895. 4.– ‒ Stille Helden. Rom. 8. Ebda. 1898. 2.–",,,,Königsberg,,,,,,,,,,,,,,,,,,,,,,,,,
116474750,Hardt Charlotte,Hardt,Charlotte,,,,,1833,,"Hardt, Frl. Charlotte, Hamburg-Borgfelde, Bergstrasse 4, schreibt Romane.","‒ Frau Talina. Rom. 16. (128) Berlin 1898, H. Hillger, Verlag. –.20",,,,Rom,Hamburg,Borgfelde,Rom,,,,,,,,,,,,,,,,,,,,,,
116484802,Harrer Marie,Harrer,Marie,,,Züllichau,Fürstenwalde (Altenberg),1819-10-22,1870-11-06,"Harrer, Marie, s. Marie Uttech.","‒ Der arme Tom. Histor. Rom. 2 Bde. 8. (533) Berlin 1864, Janke. 6.75 ‒ Die kleine Erzherzogin. Lustsp. n. d. Spanischen. 1869. ‒ Gedichte. 12. (244) Hannover 1866, Hahn. 3.– ‒ Unterhaltungen m. meinen jungen Freundinnen. Festgabe 16. (250) Ebda. 1866. 2.40",Uttech Marie,"geb. Harrer, bekannt unter ihrem Mädchennamen Marie Harrer, geboren den 22. Oktober 1819 in Züllichau, gestorben den 6. November 1870 zu Fürstenwalde. Werke s. Marie Harrer.",,Fürstenwalde,Züllichau,,,,,,,,,,,,,,,,,,,,,,,,
116816139,Harten Angelika,Harten,Angelika,,,Neuss,Kraschnitz,1858-02-25,1945-01-08,"Harten, Angelika, Biographie s. Maria Schmitz. Werke s. auch Fabri de Fabris.","‒ Aus Wildfangs Kinderjahren. Erzählg. f. junge Mädchen. 8. (180 m. 4 Kunstdr.-Bildern.) Köln 1896, I. P. Bachem. geb. n 2.50 ‒ Draussen in der Welt. Eine Mädchengeschichte. 8. (183 m. 4 Kunstdr.-Bildern.) Ebda. 1896. geb. n 2.50 ‒ Wildfang im Pensionat. Erzählg. f. junge Mädchen. 8. (M. 4 Kunstbildern.) Ebda. 1897. 2.50",Schmitz Maria,"geb. Köhler, Ps. R. Fabri de Fabris und Angelika Harten, Aachen, Wallstrasse 35, wurde am 26. Februar 1858 zu Neuss als älteste Tochter des jetzigen Gymnasialdirektors a. D. und derzeitigen Mitgliedes des preussischen Abgeordnetenhauses, Dr. Joseph Köhler, geboren und vermählte sich 1882 mit dem Rentier Joseph Schmitz. Werke s. R. Fabri de Fabris und Angelika Harten.",,Aachen,Neuss,,,,,,,,,,,,,,,,,,,,,,,,
116490292,Hartenstein Anna,Hartenstein,Anna,,,,,1857,1943,"Hartenstein, Anna, Glauchau i. S., ist am 1. November 1857 in Plauen i. Vogtl. geboren.","‒ Aus dem Bürgerhause. Nov. (Inhalt: Im Banne der Pflicht. – Das Super'dentsrösel.) 8. (162) Dresden 1890, Verlag des »Universum«. n 2.–geb. n 2.80 ‒ Die goldene Karla. Rom. 8. (332) Berlin 1893, Leipzig, P. List. n 4.–geb. 6.–",,,,Plauen,Glauchau,Hartenstein,,,,,,,,,,,,,,,,,,,,,,,
116490926,Hartl-Mitius Philomena,Hartl-Mitius,Philomena,,,München,München,1851-04-14,1929-07-27,"Hartl-Mitius, Frau Philomena, München, Kanalstrasse 40, geboren in München am 14. April 1851 als die Tochter eines Regierungs-Beamten, Namens Waschmitius, wuchs sie mit noch 6 Geschwistern in überaus dürftigen Verhältnissen auf. Entbehrungen jeglicher Art drängten die Kleine mehr zum Lesen in stillen Winkeln des Hauses, als zu den Spielen der vom Schicksale bevorzugten Altersgenossinnen. Den Mahnungen des Vaters, unablässig zu lernen, zu ringen und eine Stellung in der Welt zu gründen, gehorchend, erfasste sie ein krankhafter Wissensdurst. Sie las viel und wahllos Romane und Wissenschaftliches. In jungen Kinderjahren citierte sie Schiller, Goethe, Byron und Lamartine, die beiden letzteren in der Originalsprache. Ihre weitere Ausbildung erhielt sie im Kloster der englischen Fräulein in Nymphenburg, wo sie einen halben Freitisch hatte. Im Kloster entstanden die ersten Gedichte und dort kam ihr auch der Gedanke, Schauspielerin zu werden. Geweckt wurde dieser durch die im Kloster üblich gewesenen Passionsspiele der Pensionärinnen. Nach langen Kämpfen erhielt sie zur Ausführung ihres Wunsches die Einwilligung der Eltern. Clara Ziegler und später Frau Bethmann waren ihre Lehrerinnen. Im Mai 1868 trat sie in München in dem damaligen Aktientheater zum erstenmale auf und gastierte von da ab, beziehungsweise war engagiert auf verschiedenen Bühnen u.a. in Stuttgart, Karlsruhe, Nürnberg. Die Glanzzeit ihrer Thätigkeit begann im Jahre 1872, als sie in den Verband des Theaters am Gärtnerplatz in München trat, dem sie fünfundzwanzig Jahre ununterbrochen angehörte. Am 18. Mai 1876 vermählte sie sich einem Herrn Hartl, Direktor und Eigentümer des Plakatwesens in München. Von Karl Hallberger in Stuttgart hierzu aufgefordert, schrieb sie ihre erste Novelle »Blanche«, welcher »Ein Mädchen von der Bühne«, »Märchen für grosse Kinder« folgten. Auf persönliche Anregung des Königs Ludwig II, in dessen Kabinet sie eines Tages berufen wurde, versuchte sie ihr Talent auf dramatischem Gebiete. Sie wurde vom König aufgefordert, ein von ihm gegebenes Thema dramatisch zu bearbeiten. Das hierauf entstandene Drama »Der Verstossene« wurde auf der Privatbühne des Königs aufgeführt. Die ihr vom König zuerteilte Hauptrolle spielte sie selbst. Überreiche 1. Am Hoftheater. (146). 2. Am Stadttheater. (145). 3. Bei fahrenden Komödianten. (178).","‒ Durchs Standesamt. Eine lust. Geschichte aus den Bergen. 8. (191) Leipzig 1896, H. Haessel. n 3.–geb. n 4.– ‒ Odysseus im Salon. Rom. 8. (339 mit 6 Portr.) Stuttgart 1890, Deutsche Verlagsanstalt. 5.–geb. nn 6.50 ‒ Dasselbe. Neue Ausgabe. 8. (339 m. 6 Bildn.) Ebda. 1894. 1.0geb. 1.75 ‒ Sumpfherzblättchen. Ein kleiner Rom. 8. (119) Berlin 1897, Schuster & Löffler n 1.– ‒ Theatertypen. 3 Bde. 2. Aufl. 8. Leipzig 1887, Reinboth. à n 2.–kompl. in 1 Bde. n 5.–geb. n 6.–",,,,Stuttgart,Rom,Karlsruhe,Nürnberg,Nymphenburg,München,Rom,Hall,,,,,,,,,,,,,,,,,,
117638943,Hartner Eva,Hartner,Eva,,,,,1845-06-28,1889-12-14,"Hartner, Eva, s. Emma Eva Henriette von Twardowska.","‒ Als Stütze der Hausfrau. Erzählg. f. junge Mädchen. 8. (376) Berlin 1890, Fontane. geb. n 5.– ‒ Der Erbgraf. Rom. 2 Bde. 8. (373) Leipzig 1890, Reissner. n 7.–in 1 Bd. geb. n 8.– ‒ Der Gesangverein. Erzählg. f. junge Mädchen. 2. Aufl. 8. (294) (1878) 1891, Berlin, Fontane. geb. n 4.– ‒ Ein Jugendleben. Aufzeichngn. einer Einsamen. 8. (305) Leipzig 1891, Dresden, Reissner. n 5.–geb. n 6.– ‒ Ein Kind des Reichtums. Rom. 8. (318) Dresden 1892, C. Reissner. 5.–geb. 6.– ‒ Fata Morgana. Rom. 3 Bde. 8. (606) Leipzig 1885, Reissner. n 10.– ‒ Im Schloss zu Heidelberg. Histor. Rom. a. d. Zeit nach dem 30 jähr. Kriege. 2 Bde. 8. (527) Ebda. 1888 n 7.–geb. n 8.– ‒ Licht u. Schatten. Erzählg. f. heranwachs. Mädchen. 8. (342) Bielefeld 1890, Velhagen & Klasing. geb. n 5.50 ‒ Ohne Gewissen. Rom. 2 Bde. 8. (386) Leipzig 1882, Reissner. n 6.– ‒ Pension u. Elternhaus. Erzählg. f. junge Mädchen. 1. Aufl. 1877. 3. Aufl. 1888. 4. Aufl. 1890. 5. Aufl. 8. (300 m. 6 Tonbildern.) Bielefeld 1895, Velhagen & Klasing. geb. n 5.50 ‒ Severa. Eine Familiengeschichte. 2. Aufl. 8. (366) Leipzig 1887, Reissner. n 3.50geb. n 4.50 ‒ Unter dem schwarzen Kreuz. Histor. Rom. 2 Bde. 8. (433) Ebda. 1883. n 6.– ‒ Versuche u. Erfolge. Erzählg. f. junge Mädchen. 1. Aufl. 1882. 2. Aufl. 8. (291) Stuttgart 1888, Thienemann. 3.60geb. n 4.–",Twardowska Eva Henriette Emma,"Ps. Eva Hartner, geboren am 28. Juni 1845 zu Königsberg i. Pr., gestorben den 14. Dezember 1889 in Berlin. Werke s. Eva Hartner.",,Königsberg,Berlin,,,,,,,,,,,,,,,,,,,,,,,,
128021640,Hartog Marie,Hartog,Marie,,,Kisielice (Ermland-Masuren),,1855-09-17,1930,"Hartog, Marie, Berlin W., Potsdamerstrasse 20, geboren in Ostpreussen, redigiert das »Neue Frauenblatt« (Berlin-Hannover),",,Hartog zur Megede Marieegede Marie,"Ps. M. v. Rücker, Gross-Kalkennigken bei Gross-Werkau, Ostpreussen, geboren am 17. September 1855 zu Freystadt in Niederschlesien, wo ihr Vater königl. preussischer Landrat war. Sie verlebte ihre Schuljahre in Sagan in Schlesien, wo sie als sehr mässige Schülerin bei ihren Lehrern in keiner besonderen Hochachtung stand. Ihre gesellschaftlichen Lehrjahre verlebte sie in der thüringischen Residenzstadt Sondershausen, und fand am Hofe eines kunstsinnigen und liebenswürdigen Fürstenhauses reiche Zerstreuung und vielfache Anregung. Ihr Weg führte sie weiter nach Peine in Hannover, nach Berlin und schliesslich nach Ostpreussen, wo sie an den Gutsbesitzer Carl Hartog in Gross-Kalkennigken zu Gross-Werkau verheiratet ist und zwei Töchter besitzt. Marie zur Megede und der Schriftsteller Johannes Richard zur Megede sind Geschwister. Werke s. Marie zur Megede.iographie s. Marie Hartog.",". Graue Geschichten. Nov. 8. (276) Berlin 1891, Fontane, n 3.–geb. nn 4.– ‒ Dasselbe. Neue Folge. Ebda. 1892. ‒ Aus der Gesellschaft. Rom. 8. (292) Ebda. 1895. n 3.–",Hannover,Potsdam,Berlin,Gross-Werkau,Peine,Sagan,Kalkennigken,Hannover,Berlin,Freystadt,Werkau,,,,,,,,,,,,,,,
116511869,Hasenclever Sophie,Hasenclever,Sophie,,,Berlin,Düsseldorf,1824-01-06,1892-05-09,"Hasenclever, Frau Sophie, geb. von Schadow, Novellistin, Dichterin und Übersetzerin, geboren den 6. Januar 1824 in Berlin, gestorben am 9. Mai 1892 in Düsseldorf.","‒ A. Brizeux' Gedichte. Übers. 1874. ‒ Aus der Kriegszeit von 1870–1871. Nov. (128) Einsiedeln 1877, Benziger. –.70 ‒ Dantes göttliche Komödie. 1890. ‒ Erzählungen u. Märchen. 2 Bde. 8. (434, 359) Berlin 1884, Mittler & Sohn n 7.–geb. nn 9.– ‒ Michel-Angelos Gedichte. Übers. 1875. ‒ Novellen u. Märchen. 1883. ‒ Rheinische Lieder. 16. (285) Berlin 1881, Mittler & Sohn. n 3.–",Hasenclever Sophie,"Michelangelos sämtliche Gedichte, in Guastis Text m. deutscher Übersetzg. Eingeführt durch M. Jordan. 8. (428 m. eingedr. H.-Ornamenten.) Leipzig 1875, A. Dürr. 20.–geb. 32.–in Ldr. geb. 36.– Ergänzg. zu Sophie Hasenclever. Band I.",,Düsseldorf,Berlin,Leipzig,,,,,,,,,,,,,,,,,,,,,,,
1038589886,Hasselbach Anna,Hasselbach,Anna,,,Einbeck,,1854-12-31,,"Hasselbach, Frl. Anna, Strassburg, St. Johannisstaden 7, wurde am 31. Dezember 1854 zu Eimbeck, Hannover, als die Tochter eines damals hannöverschen Lieutenants geboren und verlebte ihre Jugend im Elternhausedoch fielen durch das Kriegsjahr 1866, das den hannöverschen Offizier in einen preussischen Beamten umwandelte, und die Jahre 1870–71 grosse Eindrücke in ihre Kinderund Jugendjahre. Im Jahre 1873 erfolgte die Versetzung der Familie nach Metz und einige Jahre später die Übersiedelung derselben nach Strassburg im Elsass. Hier war es besonders der verstorbene Oberpräsident Eduard von Möller, der Anna H. in seinen näheren Kreis zog, ihren Blick für politische und soziale Fragen erweiterte und schliesslich einen längeren Aufenthalt in München veranlasste, um der Dichterin die grossen Eindrücke der Kunst und der Kultur zugänglich zu machen. Später war es der Statthalter der Reichslande, nachmaliger Reichskanzler Fürst Hohenlohe-Schillingsfürst, der sich für die bei grossen patriotischen Festen gesprochenen Verse der Dichterin erwärmte und sie durch andauernde Teilnahme zu immer neuer litterarischen Produktion anfeuerte. Doch liegt letztere erst in ihrem kleinsten Teile in Buchform vor. »Lianens Roman« erschien im Zeitungsvertrieb von Kappler & Richter, München. A. H. ist Mitarbeiterin vieler Zeitschriften, Tagesblätter und Anthologieen.","‒ Der stille Doktor. Nov. ‒ Froufrou. Nov. ‒ Gedichte. ‒ I. Chaos. Rom. ‒ Lianens Roman. ‒ Ver sacrum. Gesammelte Nov. 8. (106) Strassburg 1895, I. H. E. Heitz. n 2.–",,,,Schillingsfürst,Strassburg,Metz,Rom,Strassb,Eimbeck,Hannover,München,Rom,,,,,,,,,,,,,,,,,
127544941,Haug Maria,Haug,Maria,,,Widdern,,1850-03-05,1931,"Haug, Frl. Maria, Ps. Maria Liebrecht, Stuttgart, Weimarstrasse 40, geboren am 5. März 1850 in Widdern, verbrachte in der Abgeschiedenheit des ländlichen Pfarrlebens eine fröhliche Jugend. Die Eltern Hessen ihr eine sorgfältige Ausbildung zu teil werden. Später fand sie, zuerst als Gehilfin des Vaters, reiche Gelegenheit, bei Armenund Krankenbesuchen die verschiedensten Volkskreise kennen zu lernen, was ihr für ihren Beruf späterhin vielfach nutzbringend ward. Mit besonders warmer Teilnahme fühlte sie sich jedoch zur Kinderwelt hingezogen und dieser waren ihre ersten litterarischen Arbeiten gewidmet. Vielfache Ermutigungen veranlassten sie, diese Thätigkeit fortzusetzen und auszudehnen, teils durch Beiträge in christlichen Zeitschriften, wie auch durch Herausgabe einer grösseren Anzahl von Jugend-Volksschriften. Werke s. Maria Liebrecht.",,Liebrecht Mariaiebrecht Maria,"Biographie s. Maria Haug.m Erlenbach. Erzählg. 16. Konstanz 1897, C. Hirsch. –.10 Ergänzg. z. Maria Liebrecht. Band I.","‒ Annemis Puppenkrambude. Eine Weihnachtsgeschichte. 12. (40) Basel 1892, Iaeger & Kober. –.25 ‒ Blumen am Wege. Erzählgn. u. Gedanken. 16(104) Stuttgart 1888, I. F. Steinkopf, n –.60 ‒ Christrosen. Erzählgn. für Christleute. 12. (72) Basel 1892, Iaeger & Kober. –.40geb. –,80 Arm und reich. Erzählg. 8. (48) Stuttgart 1897, Buchhandlung der Evangelischen Gesellschaft. –.20 ‒ Besser, denn viele Sperlinge. Erzählg. 16. Konstanz 1897, C. Hirsch. –.10 ‒ Bet' u. arbeit! Erzählg. 16. Ebda. 1897. –.10 ‒ Der rechte Vater über alles. Erzählgn. 16. Ebda. 1896. –.10 ‒ Gottes Boten. Erzählgn. 16. Ebda. 1896. –.10 ‒ Mein Joch ist sanft. Der Weg ist schmal. Zwei Erzählgn. (112) Ebda. 1897, 1.– ‒ Meines Fusses Leuchte. Erzählgn. 16. Stuttgart 1897. Buchhandlung der Evangelischen Gesellschaft. –.10",Stuttgart,Weimar,Widdern,Konstanz,,,,,,,,,,,,,,,,,,,,,,
116494115,Haupt Antonie,Haupt,Antonie,,,,,1853,1932,"Haupt, Antonie, Biographie s. Viktorine Endler.","‒ Bernward von Hildesheim. Erzählg. aus Niedersachsens Vorzeit. 8. (218) Hildesheim 1893, L Steffen. n 1.80geb. n 3.– ‒ Das Geheimnis des Waldes v. St. Arnual. Erzählg. aus dem Saarbrücker Hofleben d. vorigen Jahrhunderts. 8. (62) Trier 1885, Paulinus-Druckerei. n –.50 ‒ Der heilige Rock. Rom. aus den Tagen der Kaiserin Helena. 12. (103) Ebda. 1891. n –.75 ‒ Der Weg zum Glück. Eine wahre Geschichte. Nach den Aufzeichngn. eines Konvertiten bearb. Das goldene Dach zu Hildesheim. Histor. Erzählg. 8. (149) Ebda. 1894. n –.75geb. 1.– ‒ Die letzte Gräfin von Manderscheid. Erzählg. aus der Geschichte d. Erzstifts Trier. Novellenkranz. 2. Aufl. 8. (222) Ebda. 1896. n 1.20 ‒ Die Tochter des Alamannenkönigs. Histor. Rom. aus der letzten Zeit des gallischröm. Kaiserreiches. 2. Aufl. 8. (210) Ebda. 1895. n –.75geb. n 1.– ‒ Ein adliger Spross. Nov. 8. (226) Ebda. 1895. n –.75geb. n 1 – ‒ Haideröslein. 8. (214) Köln 1886, Bachem. 1.– ‒ Hexe u. Jesuit. Erzählg. aus der Zeit des 30jähr. Krieges. 2. Aufl. 8. (184) Trier 1893, Paulinus-Druckerei. n 1.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139660674,Haupt Therese,Haupt,Therese,,,Posen,Innsbruck,1864-02-11,1938-11-29,"Haupt, Frl. Therese, Stettin, Kaiserin Augusta Viktoria-Schule, ist am 11. Februar 1864 in Posen geboren. Hauptsächlich sind Gedichte und Erzählungen in Gedichtsammlungen, Tagesblättern und anderen Zeitschriften von ihr erschienen. Aber auch das Jugenddrama hat bei ihr Pflege gefunden. »Wie Klein-Else das Christkind suchen ging« hat im Stettiner Stadttheater zehn Aufführungen erfahren und ist in Reclams Verlag als »Weihnachtsmärchen« veröffentlicht. Zur Centenarfeier ist eine grössere Dichtung »Goldene Lorbeerblätter« von ihr verfasst, zur Aufführung gebracht worden.","‒ Vier Weihnachtsbäume. Weihnachtssp. 8. (23) Leipzig 1895, I. T. Wöller. n –.50",Haupt Therese,"Wie Klein-Else das Christkind suchen ging. Dramatisches Weihnachtsmärchen in 3 Aufz. Musik v. Jul. Laubner. 16. (56) Leipzig 1897, Ph. Reclam jr. –.20 Ergänzg. zu Therese Haupt. Band I.",,Stettin,Posen,Leipzig,,,,,,,,,,,,,,,,,,,,,,,
116537175,Hauschner Auguste,Hauschner,Auguste,,,Prag,Berlin,1850-02-12,1924-04-10,"Hauschner, Auguste, Ps. Aug. Montag, schrieb Novellen.","‒ Doktor Ferenczy. 2. wohlf. Ausg. 8. (339) Berlin 1893, A. Deubner. 1.50",Montag Auguste,"Montag, Auguste, s. Auguste Hauschner.",,,,,,,,,,,,,,,,,,,,,,,,,,,
116550384,Haverland Anna,Haverland,Anna,,,Berlin,Dresden,1851-01-08,1908-06-01,"Haverland, Anna, geboren den 8. Januar 1854 im Mecklenburgischen, machte ihre künstlerischen Studien in Berlin bei Berndal und bei Frau Frieb-Blumauer. Sie hat an hervorragenden Bühnen Deutschlands gewirkt. A. H. ist auch eine begabte Dichterin und Novellistin.","‒ Lose Blätter. Skizzen. 12. (114) Düsseldorf 1891, Bonn, E. Strauss. geb. m. Goldschn. n 3.–",,,,Bern,Berlin,,,,,,,,,,,,,,,,,,,,,,,,
116659076,Heine Anselm,Heine,Anselm,,,Bonn,Berlin,1855-06-18,1930-11-09,"Heine, Anselm, Biographie s. Selma Heine.","‒ Drei Novellen. 8. (314) Berlin 1896, Gebr. Paetel. n 5.–geb. bar n 6.50 ‒ Unterwegs. Nov. 8. (314) Ebda. 1897. n 5.–geb. bar n 6.50",Heine Selmaelm Feodor,"Ps. Anselm Heine und Feodor Helm, Halle a. d. S., Luisenstrasse 1, ist am 18. Juni 1855 in Bonn a. Rh. geboren. Seit 1891 ist sie schriftstellerisch thätig. Rodenberg und Karl Emil Franzos haben ihre ersten Novellen veröffentlicht. Später sind von Gebrüder Paetel mehrere Novellenbände verlegt worden. Ein Drama »Treue« aus ihrer Feder wurde in der »Litterarischen Gesellschaft« in Leipzig mit grossem Erfolg aufgeführt. Werke s. Anselm Heine.iographie s. Selma Heine.",,Bonn,Halle,Rodenberg,Leipzig,Hall,,,,,,,,,,,,,,,,,,,,,
116666765,Heinrichs Emilie,Heinrichs,Emilie,,,,,1823,1901,"Heinrichs, Frau Emilie, geb. Schmidt, Ps. E. v. Linden, Braunschweig, Karlsstrasse 4, geboren den 1. März 1823 in Schleswig, lebte von 1845–1850 teils in Hamburg, teils in Altona und trat 1848 in Altona mit politischen Gedichten für Schleswig-Holsteins BefreJung ein. Nach ihrer Vermählung 1850 siedelte sie nach Hannover über. Sie führte in Hannover ein heiteres, friedund freudevolles Familienleben, bis sie die politischen Verhältnisse von 1866 veranlassten, Hannover wieder zu verlassen. Sie vertauschte daher 1872 ihren langjährigen Wohnort mit Altona und siedelte 1878 nach Braunschweig über.","‒ Auf der Menschheit Höhen. Rom. 8. (288) Berlin 1868, Janke. 4.50 ‒ Bettler u. Millionär. Rom. 8. (248) Berlin 1867, Sacco Nachfolger. 3.– ‒ Bruderzwist. Histor. Rom. 1862. ‒ Der Kommerzienrat. Rom. 8. (308) Hannover 1865, Wedekind. 4.50 ‒ Der Erbe v. Grundhoff. Rom. 8. (288) Berlin 1868, Janke. 4.50",Heinrichs Emilieinden Emilie,"Der Maskenball od. Die Hexe der Neustadt. Rom. 8. (480) Hannover 1860, Wedekind. 4.50. Karoline Grohe.","‒ Der Stadtschreiber v. Osnabrück. Histor. Erzählg. aus dem 13. Iahrh. 2. Aufl. 8. (124) Osnabrück 1887, Pillmeyer. –.75 ‒ Dunkle Tage. Rom. 2 Bde. 2. Aufl. 8. (672) Hannover 1865, Wedekind. 7.50 ‒ Ein deutscher Held. Lustsp. 1859. ‒ Ein deutscher Kaiser. Histor. Rom. 16. (268) Berlin 1863, Sacco Nachf. –.90 ‒ Eine Räuberfamilie. Erzählg. 8. (352) Ebda. 1867. 3.– ‒ Friedrich Wildt. Erzählg. 16. (127) Ebda. 1865. à 1.50 ‒ Gold u. Ehre. Rom. 2. Aufl. 1859. ‒ Hannovera. 1861. ‒ Henning Brabandt, der braunschweiger Bürgerhauptmann. Rom. 2 Bde. 2. Ausg. 8. (576) Hannover 1864, Wedekind. 4.50 ‒ Im Irrenhause. Rom. 8. (276) Hamburg 1873, Richter. n 3.– ‒ Kaleidoskop. Nov., Erzählgn. u. Gedichte. 2. Bd. 8. (692) Hannover 1855, Schulze. 2.50 ‒ Leibrenten. Rom. 2 Bde. 8. (524) Hannover 1866, Wedekind. 7.50 ‒ Norddeutsches Familienbuch. 2. Bd. 4. (456) Hannover 1856, Hamburg, Würger. n 5.50 ‒ Novellen. 2 Bde. 8. (596) Hannover 1871, Schulze. 8.– Der Prairie-Vogel. Eine Erzählg. a. d. Wildnissen d. westl. Amerika. 8. (222 m. 4 Chromol.) Reutlingen 1884, Ensslin & Laiblin. 3.– ‒ Till Eulenspiegel. 2. Aufl. 8. (64) Oberhausen 1884, Spaarmann. –.25",Hamburg,Hannover,Schleswig,Braunschweig,Altona,Rom,Hannover,Rom,Neustadt,,,,,,,,,,,,,,,,,
