gnd,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
116344407,Arndts,Bertha,Arndts Bertha,Arnsberg,Wien-Hütteldorf,1809-12-09,1859-05-10,Arndts Maria,geb. Vespermann.,"‒ Dasselbe. 2. Aufl. 16. (107) Paderborn 1890, Esser. geb. m. Goldschn. n 2.– ‒ Dramen für das christliche Haus. 16. (V, 86) (1864) 1869 Wien, Sartori. à n –.60, 1–4 geb. n 2.80",Arndts Maria,"geb. Vespermann, geboren den 5. April 1823 in München, gestorben den 23. Mai 1882 ebenda. 1. Die Schule Murillos. Drei Bilder aus Raphaels Jugendleben. (77) –.70 2. Ein Passionsspiel. (102) –.90 3. Ostern. (72) –.60 4. Mozart als Ehestifter. –.60","‒ Dramen für das christliche Haus. 4 Bdchn. 16. Wien 1864, 1869, Sartori. 1–4: 2.80",.,.,.,.,.,.,.,.,.
141887273,Arnheim,Henriette,Arnheim Henriette,.,.,.,.,Leidesdorf Henriette,geb. Arnheim.,"‒ Kinderlust, od. Spiel u. Lied für Kindergarten, Schule, Haus u. Spielplatz. Unter Mitwirkg. mehrerer Pädagogen herausg. 2. Aufl. 8. (216) Leipzig 1888, Gräbner. n 3.–; geb. nn 4.– ‒ Märchen für kleine Kinder. 2. Aufl. 8. (111 m. 8 Lith.) Stuttgart, Leipzig 1875, Berndt. geb. 3.– ‒ Schneeflöckchen. Erzählgn. u. Märchen f. Kinder. 2. Aufl. 8. (216) Wien 1880, Moritz Perles. n 3.– ‒ Wintergrün. Märchen u. Erzählgn. f. Kinder. 16. (207 m. 9 Lith.) Berlin 1681, Winckelmann & Söhne. 1.75",.,.,.,.,.,.,.,.,.,.,.,.
118504185,Arnim,Bettina von,Arnim Bettina,Frankfurt am Main,Berlin,1785-04-04,1859-01-20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124252362,Artner,Maria Theresia von,Artner Theresia Maria,Šintava,Agram,1772-04-19,1829-11-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055098763,Artow,E,Artow E.,Hameln,.,1863-11-27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1210278561,Aschenberg,Th,Aschenberg Th.,Aschaffenburg,.,1837-08-08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118973088,Asenijeff,Elsa,Asenijeff Elsa,Wien,Bräunsdorf (Oberschöna),1867-01-03,1941-04-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049351363,Asmis,Auguste,Asmis Auguste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116361492,Asmus,Frl. Martha,Asmus Martha,Pillkallen,.,1844-06-20,1910-01-28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119376377,Assing,Ludmilla,Assing Ludmilla,Hamburg,Florenz,1821-02-22,1880-03-25,Assing Ludmilla,"verehelichte Grimelli, geboren 22. Februar 1827 in Hamburg, gestorben 25. März 1880 im Manicomio di S. Bonifacio bei Florenz. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
116371641,Assing,Rosa Maria,Assing Rosa Maria,Düsseldorf,Hamburg,1783-05-28,1840-01-22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117765716,Astl-Leonhard,Frau Anna,Astl-Leonhard Anna,Brünn,.,1860-07-12,1924-04-29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118650769,Aston,Luise Franziska,Aston Franziska Luise,Gröningen,Wangen im Allgäu,1814-11-26,1871-12-21,Aston Louise,"Freischärler-Reminiscenzen. 12 Gedichte. 16. (28) Leipzig 1849, Weller. –.75","‒ Lydia. Rom. 8. (288) Magdeburg 1848, Baensch. 4.50 ‒ Meine Emanzipation. Verweisung und Rechtfertigung. 12. (38) Brüssel 1846, Vogler. n 1.– ‒ Revolution und Contrerevolution. Rom. 2 Bde. 8. (506) Mannheim 1849, Grohe. 9.– ‒ Wilde Rosen. 12 Gedichte. 8. (40) Berlin 1846, Möser & Kühn. n 1.–",.,.,.,.,.,.,.,.,.,.,.,.
1052852955,Aubin,Maria,Aubin Maria,Berlin,Reichenberg,1847-04-20,1920-08-09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017906343,Auegg,Henriette,Auegg Henriette,Linz,.,1841-07-22,1912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
113665946,Auer,Adelheid von,Auer Adelheid,Breslau,Berlin,1818-01-06,1904-04-22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118651072,Augspurg,Anita,Augspurg Anita,Verden (Aller),Zürich,1857-09-22,1943-12-20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1016341776,August,Otto,August Otto,Henryków Lubański,.,1856-08-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124404529,Auguste,.,Auguste,.,.,1837,1915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116214678,Augusti,Bertha,Augusti Bertha,Köln,Koblenz,1827-06-02,1886-12-12,Augusti Bertha,"geb. Schoeler, geboren am 2. Juni 1827 zu Köln, gestorben am 12. Dezember 1886 in Koblenz. Werke s. Bertha Augusti u. B. Schoeler. Band I. und II.",.,.,.,.,.,.,.,.,.,.,.,.,.
1183333269,Augusti,Brigitte,Augusti Brigitte,Danzig,Danzig,1839,1930,Augusti Brigitte,"Hans im Glück. Das vierte Gebot. 8. (32) Nürnberg, Verlag der Kinder-Gartenlaube. n –.40","‒ Haus und Welt. Bilder ans des Lebens Mai. Erzählg. Fortsetzg. der »Mädchenlose«. 8. (211 u. 4 H.) Leipzig 1883. F. Hirt & Sohn. 2.50 geb. 4.– ‒ Im Kampfe des Lebens. Eine Geschichte aus dem amerikan. Leben. Nach d. engl. Erzhlg. »Die Mädchen von Quinnebasset v. S. May«, f. d. deut. Jugend bearb. 2. Aufl. 8. (174 m. Abbildgn) Ebda. 1890. 3.50, geb. 5.– ‒ In gutem Geleit. Denkund Merkbüchlein für alle Tage des Iahres. 8. (222) Ebda. 1895. geb. in Lnwd. m. Goldschn. 4.– ‒ Knospen und Blüten. Bilder aus des Lebens Mai. Erzhlgn. f. junge Mädchen. 2. Aufl. 8. (176 m. 1 Bild) Ebda. 1893. 2.25, geb. 3.50 ‒ Liebe um Liebe. N. d. Franz. von I. Colomb. 8. (223) Ebda. 1889. n 5.–, geb. n 7.– ‒ Luise, Königin von Preussen. E. Lebensbild, deutsch. Frauen u. Mädchen gewidmet. 8. (47 m. 7 Abbildgn.) Breslau 1897, F. Hirt. n –.35, geb. n 1.– ‒ Mädchenlose. Bilder aus des Lebens Mai. 2. Aufl. 8. (200 m. Illustr.) Leipzig 1888, F. Hirt & Sohn. 2.50, geb. 4.– ‒ Miriam, das Zigeunerkind. Nach I. Colombs Werk: La fille des Bohémiens. Für d. deut. Jugend bearb. 2. Aufl. 8. (224 m. Abbildgn.) Ebda. 1892. 4.50, in Lnwd. geb. 6.–",Augusti Brigitte,"Biographie s. Auguste Plehn. Band II. 1. Edelfalk u. Waldvöglein. Kulturgeschichtl. Erzählgn. aus dem 13. Iahrh. (208 m. Illustr.) 6 Aufl. 1897. 2. Im Banne der freien Reichsstadt. Kulturgeschichtl. Erzählg. aus dem 15. Iahrh. (222 m. H.) 4. Aufl. 1897. 3. Das Pfarrhaus zu Tannenrode. Bilder aus der Zeit des 30jährigen Krieges. (224) 4. Aufl. 1896. 4. Die letzten Maltheims. Erzählg. aus der Zeit Friedrichs des Grossen. (229) 3. Aufl. 1897. 5. Die Erben von Scharfeneck. Bilder aus der Zeit der Königin Luise. (240) 3. Aufl. 1897. 1. Gertruds Wanderjahre. Erlebnisse eines deutschen Mädchens im Elsass, in Spanien, Italien u. Frankreich. 2. Aufl. (256 m. Abbildgn.) 1890. 2. Zwillingsschwestern. Erlebnisse zweier deut. Mädchen in Skandinavien u. England. (248 m. Abbildgn.) 1891. 3. Unter Palmen. Schildergn. a. d. Leben u. d. Missionsarbeit d. Europäer in Ostindien. 2. Aufl. (256) 1893. 4. Jenseit des Weltmeeres. Schildergn. a. d. nordamerikan. Leben. 2. Aufl. (240) 1894.","‒ An deutschem Herd. Kulturgeschichte Erzählgn. aus alter u. neuer Zeit mit besonderer Berücksichtigg. des Lebens der deutschen Frauen. 5 Bde. 8. Leipzig, Hirt & Sohn. à 4.50; geb. à 6.– ‒ An fremdem Herd. Bunte Bilder aus der Nähe u. Ferne mit besonderer Berücksichtigg. des häuslichen Lebens in verschiedenen Ländern. Für das reife Mädchenalter. 4 Bde. 8. Ebda. à 4.50; geb. à 6.–",Augusti Brigitte,"Hans im Glück. Das vierte Gebot. 8. (32) Nürnberg, Verlag der Kinder-Gartenlaube. –.40 (Aus dem ersten Bande infolge Neu-Auflage und spät eingetroffener Korrektur wiederholt.)","‒ Haus u. Welt. Bilder aus des Lebens Mai. E. Fortsetzg. der »Mädchenlose«. 8. (211 u. 4 H.) Leipzig 1883, Hirt & Sohn. 2.50; geb. 4.– ‒ Im Kampfe des Lebens. Eine Geschichte aus dem amerikan. Leben. Nach d. engl. Erzählg. »Die Mädchen von Quinnebasset v. S. May,« f. d. deutsche Jugend bearb. 2. Aufl. 8. (174 m. Abbildgn.) Ebda. 1890. 3.50; geb. 5.– ‒ In gutem Geleit. Denku. Merkbüchlein für alle Tage des Iahres. 8. (222) Ebda. 1895. geb. in Leinwd. m. Goldschn. 4.– ‒ Knospen u. Blüten. Bilder aus des Lebens Mai. Erzählgn. f. junge Mädchen. 2. Aufl. 8. (176 m. 1 Bild.) Ebda. 1893. 2.25; geb. 3.50 ‒ Liebe um Liebe. N. d. Franz. von I. Colomb. 8. (223) Ebda. 1889. 4.50; geb. 6.– ‒ Luise, Königin von Preussen. E. Lebensbild, deutsch. Frauen u. Mädchen gewidmet. 8. (47 m. 7 Abbildgn.) Breslau 1897, F. Hirt. –.35; geb. 1.– ‒ Mädchenlose. Bilder aus des Lebens Mai. 2. Aufl. 8. (200 m. Illustr.) Leipzig 1888, Hirt & Sohn. 2.50; geb. 4.– ‒ Miriam, das Zigeunerkind. Nach I. Colombs Werk: La fille des Bohémiens. Für d. deut. Jugend bearb. 2. Aufl. 8. (224 m. Abbildgn.) Ebda. 1892. 4.50; in Leinwd. geb. 6.–",.,.,.,.,.,.
123231116,Augustin,Marie,Augustin Marie,.,.,1850,1939,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021412740,Augustine,Schwester,Augustine,.,.,1828,1892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035607891,Ausfeld,Anna,Ausfeld Anna,Schnepfenthal,.,1857-03-23,.,Ausfeld Anna,"Für die Kinderwelt. I. u. II. 8. Gotha 1895, I. Goetsch. à 1.80; geb. à 2.50 Siehe auch Band I. 1. Gedichte u. dramatisierte Märchen z. Deklamieren u. Aufführen in Schule u. Haus. 2. Aufl. (186) 2. Neue Gedichte etc. (167)",.,Nobiling Anna,"geb. Ausfeld, Ps. Anna Ausfeld, Marienthal bei Liebenstein, ist eine Urenkelin des berühmten Pädagogen Chr. G. Salzmann und wurde am 23. März 1857 in Schnepfenthal in Thüringen, der altberühmten Erziehungsanstalt, geboren. Nach sonniger Kindheit Werke s. Anna Ausfeld, Band I, S. 26 und Nachtrag.","‒ Für die Kinderwelt. Gedichte u. dramatisierte Märchen für Schule u. Haus. 2. Aufl. 2 Bde. 8. (352) Gotha 1896, I. Goetsch. 1.80; geb. 2.50",.,.,.,.,.,.,.,.,.
118651234,Averdieck,Elise,Averdieck Elise,Hamburg,Hamburg,1808-02-26,1907-11-04,Kühner Elise,Hamburg (Neue Adresse: Elise-Averdieckstrasse 5 III). S. auch Band I.,.,.,.,.,.,.,.,.,.,.,.,.,.
1244773581,Bååth-Holmberg,Cecilia,Bååth-Holmberg Cecilia,Malmö,Stockholm,1857-03-01,1920-07-30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14386498X,Bach,Emilie,Bach Emilie,.,.,1840,1890,Bach Emilie,"Neue Muster im alten Stil. 3 Lfgn., 4. (à 20 Bl. m. Fig.) Dornach (1892) 1894, Biberach, Dorn. In Mappe bar à 3.– In deutsch, franz. u. engl. Ausg.","‒ Proben weibl. Handarb. mähr, ländl. Hausindustr., mit 3 Vorträgen über mähr. Hausindustrie v. A. Walter, F. Kerschner u. E. B., Fol. (7. 26 Lichtdr.-Taf.) Brünn 1885, Mähr. Gewerbe-Museum. nn 20.–",Bach Emilie,"Direktorin der Fachschule für Kunststickerei, Wien, geboren den 2. Juli 1840 in Neuschloss, Böhmen, gestorben am 29. April 1890 in Wien. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.
1034664581,Bach,Jenny,Bach Jenny,.,Hannover,1843-06-10,1919,Fischer Jenny,"Ps. Jenny Bach, Hannover, Geibelstrasse 20, ist zu Westen b. Verden in Hannover am 10. Juni 1843 als Tochter eines Pastors, späteren Superintendenten in Limmer b. Hannover geboren und besuchte von Hainholz aus, wohin ihr Vater bald versetzt wurde, die höhere Töchterschule in Hannover, wo sie jedoch nicht als hervorragende Schülerin galt. Vom 20. Lebensjahr begann sie aber ein eifriges Selbststudium und machte zugleich ihre ersten schriftstellerischen Versuche. Aber erst im Iahre 1874 trat sie damit in die Öffentlichkeit. Werke s. Jenny Bach.",.,.,.,.,.,.,.,.,.,.,.,.,.
117764558,Bach,Frl. Ottilie,Bach Ottilie,.,.,1836-07-06,1905-05-27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117764574,Bach-Gelpcke,Frau Marie,Bach-Gelpcke Marie,Bern,.,1836-06-26,1904-08-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021050482,Bachofner-Buxtorf,Anna,Bachofner-Buxtorf Anna,Bern,Männedorf,1839-06-10,1909-02-02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057765139,Bacmeister,Frau Lucie,Bacmeister Lucie,Bielefeld,Zürich,1843-10-21,1904-11-24,Rüdesheim Lothar,Biographie s. Lucie Bacmeister.,"‒ Das Büchlein v. der Lorelei. Der Liebe Leid in alter Zeit. 12. (72) Wiesbaden 1897, H. Bacmeister. n –.30 ‒ Wie der Nibelungenschatz gehoben ward. Den Rheintöchtern abgelauscht. 12. (70) Ebda. 1896. n –.30",.,.,.,.,.,.,.,.,.,.,.,.
119466848,Bacsanyi,Gabriele von,Bacsanyi Gabriele,Wien,Linz,1768-04-24,1839-07-24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117766895,Baeblich,Frau Lucie,Baeblich Lucie,.,.,1835-07-25,1923,Hanstein Lucie,Biographie s. Lucie Baeblich.,"‒ Heitere Geschichten für heitere Leute. Humoresken. 2. Aufl. 8. (169) Berlin 1886, Eckstein Nachfolger. n 1.– ‒ Unter heiterer Flagge. Humoresken. 8. (137) Ebda. 1887. n 1.–",.,.,.,.,.,.,.,.,.,.,.,.
1046073117,Baer,Frl. Ida,Baer Ida,Winterthur,Basel,1856-10-07,1927-02-19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
181997142,Bagge,Frl. Elilla,Bagge Elilla,.,.,1847-10-28,.,Bagge Elilla,"Gute Nachbarn. Übers. des Werkes v. T. Combe. 8. (180) (1886), 1889, Hamburg, Agentur des Rauhen Hauses. n 1.20, geb. 1.80","‒ Luc Aufrancs Weg zum Glücke. Erzählg. a. d. Jura. Aus d. Franz. 8. (248) Ebda. 1886. n 2.50, geb. n 3.50 ‒ Monsieur Vélo. Herkules Geheimnis. Doktor Job. Drei Nov. a. d. Jura. Üb. des Werkes v. T. Combe. Aus d. Franz. 8. (200) Wolfenbüttel 1887, Zwissler. n 2.–, geb. 3.– ‒ Raeburns Tochter. (We two) Üb. des Werkes v. Edna Lyall. Aus dem Engl. 2. Aufl. 8. (405) Leipzig 1896, G. Wigand. 5.–, geb. 6.–",.,.,.,.,.,.,.,.,.,.,.,.
116769998,Baisch,Frau Amalie,Baisch Amalie,München,.,1859-10-08,1904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116046554,Bajovar,Joseph,Bajovar Joseph,Arnsberg,Arnsberg,1849-12-23,1919-12-31,Baltz Johanna,"früheres Ps. Hel. Busch, und Jos. Bajovar, Arnsberg i. W., Chausseestrasse, am 23. Dezember 1849 in Arnsberg geboren und ebendort auf der Volksund höheren Töchterschule ausgebildet, trat auf Ferdinand Hillers Veranlassung zuerst mit einem Opernlibretto, welches den ersten Preis gewann, an die Öffentlichkeit. Dann ging es rasch vorwärts auf der schriftstellerischen Laufbahn, und Skizzen, Novellen, Gedichte und geschichtliche Erzählungen folgten einander in ununterbrochener Reihenfolge. Am fruchtbarsten aber war I. B. auf dem Gebiete der patriotischen Dichtung, und was sie da an Festspielen schaffte, das verschwand nicht sofort wieder, sondern hielt sich dauernd und erlebte Aufführung über Aufführung, manchmal deren bis über hundert. Zur Centenarfeier des Kaisers Wilhelm hat I. B. ein Festspiel geschrieben, welches in über 50 Städten zur Aufführung gelangte. Ebenfalls gelangte eine neue Dichtung, welche sich Brandenburg-Holland nennt und Scenen aus dem Leben des Grossen Kurfürsten und seiner Gemahlin Luise Henriette schildert, Anfang 1897 bei dem Feste des Vaterländischen Frauenvereines, Zweigverein Berlin, zur Aufführung. Die Dichterin wurde von der Kaiserin durch Verleihung eines Ordens ausgezeichnet.",.,Baltz Johanna,"Alt-Arnsberg. Dichtg. zur Feier des Städtetages am 30. Juni 1893. 8. (22) Arnsberg 1893, F. W. Becker. n –.50 Werke: s. auch Jos. Bajovar.","‒ Am Rhein. Dichtg. zur Sedanfeier. 8. (19) Ebda. 1893. n –.50 ‒ An der Schleuse. ‒ Auf d. Hohenzollern. Leipzig 1889, Baedecker. ‒ Auf roter Erde. Festspiel. Lebende Bilder m. verbind. Text. 8. (30) Arnsberg 1890, F. W. Becker n –.50 ‒ Aus dem Munde der Kinder. Vaterländische Dichtgn. zum Schulgebrauche bei patriot. Festlichkeiten. 8. (62) Düsseldorf 1887, F. Bagel. kart. n 1.– ‒ Aus des Lebens Mai. 1885. ‒ Aus Germaniens Heldentagen. Im Selbstverlag. 1895. ‒ Bellona u. Viktoria. Jubil. Festspiel 1870. Im Selbstverlag. 1895. ‒ Christkind od. der Weihnachtsstern. (In deutsch. u. französ. Sprache.) Original-Zeichngn. v. W. Süs. (Ausgestanzt.) 4. (16) Elberfeld 1890, S. Lucas. n 1.–, ermäss. Preis –.75 ‒ Das echte Gold. Festsp. (1886) 1889 Leipzig, Baedecker. ‒ Das Wappen der Pecci. Historische Erzählg. 12. (54) Paderborn 1894. Junfermann. geb. n –.90 ‒ Dem Kaiser. Patriotisches Festsp. 8. (43) Leipzig 1888. Jul. Baedecker. n 1.20 ‒ Der Engel der Barmherzigkeit. Dichtg. Lebende Bilder m. verbind. Text. 8. (31) Münster i. W. 1889, H. Schöningh. n –.75 ‒ Des Kaisers Kronenschmied. Bismarckfestsp. Im Selbstverlag. 1895. ‒ Die heilige Elisabeth, Landgräfin v. Thüringen. Dichtg. Lebende Bilder m. e. Einleitg. u. verbind. Text. 8. (23) Hamm i. W. 1891, E. Griebsch. n –.50 ‒ Dasselbe. Text-Ausg. 8. (19) Ebda. 1892. n –.25 ‒ Die Heimat im Sagenkranz. 1895. ‒ Die Königin Luise. Vaterländische Dichtg. Vorspiel u. 7 leb. Bilder. 2. Aufl. 8. (32) Wesel 1894. C. Kühler in Komm. n –.50 ‒ Die Puppenfee. Weihnachtsmärchen. 8. (27 m. Textbildern u. 4 Farbendr.) Elberfeld 1891, S. Lucas. kart. n 1.–, ermäss. Preis –.75 ‒ Die schöne Else. Festsp. Leipzig 1883, Baedecker. ‒ Die Schule ist aus. ‒ Düsseldorfer Musikantengeschichten vom Iahre d. Heils 966 bis auf den heutigen Tag. 8. (67) Düsseldorf 1887, F. Bagel. n 1.50 ‒ Frau Minne. 1890. ‒ Heil Hohenzollern. Im Selbstverlag. ‒ Heil Zollern! Patriotische Festspiele. 8. (66) Leipzig 1888, Jul. Baedecker. n 1.80 ‒ Im Jugendsonnenschein. Belehrende u. unterhalt. Blätter f. d. mittlere Jugendalter. 8. (304) Münster 1889, H. Schöningh. geb. n 4.50 ‒ Immortellen a. das Grab R. Schumanns. Leipzig 1873, Ambros. ‒ Im Reiche des Wassers. 1895. ‒ Im Schatten des Lorbeers. Musikalische Nov. 12. (255) Paderborn 1892, Junfermann. 2.50, geb. in Leinw. n 4.– ‒ Im Zeichen der heiligen Caecilia. 1889. ‒ In Puder u. Reifrock. Rokoko-Geschichten, enth.: Frauengunst – Nach hundert Iahren – Der Hexenmeister. 8. (96) Hamm i. W. 1890, Grote. n 1.50 ‒ Jung-Deutschlands Huldigung! Neue vaterländ. Dichtgn. zum Schulgebrauche bei patriot. Festlichkeiten. 8. (64) Düsseldorf 1889, F. Bagel. n 1.20 ‒ Kaiserblumen. 1878. ‒ Lichte Bilder. 1884. ‒ Rosen am Zollernstamm. Skizzen a. d. Lebenstagen d. Zollernfürstinnen. 2 Reihe) 8. (199) Düsseldorf 1891, Bonn, E. Strauss. n 3.– (1 u. 2 : 6.–; Leinw.-Einbd. à n 1.– ‒ Siegfried von Santen u. Kriemhilde. 1895. Im Selbstverlag. ‒ Unter dem Hagedorn. ‒ Unter der Turner-Eiche. Festsp. 8. (15) Arnsberg 1891, F. W. Becker, n –.50 ‒ Vom Kaisersohne. Kleine vaterländ. Dichtgn. zum Schulgebrauche bei patriot. Festlichkeiten. 8. (32) Ebda. 1888. n 1.– ‒ Was der Weihnachtsengel erzählte. Ein Weihnachtsmärchen. 3. Aufl. 4. (13 m. Illustr.) Elberfeld 1889, Lucas. Ausgestanzt n 1.– ‒ Weihnachtssterne. ‒ Weihnachtsträume. Christmärchen. 12. (32) Düsseldorf 1889, F. Bagel. n –.80 ‒ Wilhelm der Grosse. Festsp. Im Selbstverlag. ‒ Zum Weihnachtsfeste. Musikalische Erzählgn. für die heranwachsende Jugend. 12. (140) Paderborn 1893, Junfermann. kart. n 1.25",Baltz Johanna,Biographie u. weitere Werke s. Band I.,"‒ Das Christkind. Weihnachtsfestspiel. 12. (14) Paderborn 1896, Junfermann. –.25 ‒ Im deutschen Märchenwalde. Lebende Bilder mit verbind. Text. 8. (20) Paderborn 1898, F. Schöningh. –.75 ‒ Königin Louise. Vaterländ. Festsp. m. leb. Bildern. Mühlhausen i. Th. 1898, G. Danners Verlag. 1.– ‒ Lissas Christfest. Komödie. Nach einem englischen Motiv. 2. Aufl. 8. (34) Ebda. 1898. –.75",Busch Helene,Biographie s. Johanna Baltz.,.,Busch Luise,"Ps. L. Nissel, San Francisco, Bush Street 718, wurde am 4. April 1860 in Venedig geboren, kam aber früh nach Deutschland. Wegen ihrer Kränklichkeit viel an das Zimmer gefesselt und auf sich angewiesen, entfaltete sich frühzeitig ihre lebhafte Phantasie. Schon mit 15 Iahren brachte sie in Lübeck das Lustspiel »Durchgesetzt« auf die Bühne, welche sie bald selbst betrat. Am Münchener Hoftheater engagiert, schrieb sie eigens für Ludwig II. das historische Drama »Maria Maneïni« (1878), das auch in einer Separatvorstellung vor dem Könige zur Aufführung kam. Nachdem sie sich mit dem Schriftsteller Rich. Busch verheiratet, blieb sie wegen eines Nervenleidens längere Zeit von der Bühne fern und beschäftigte sich in Lüneburg mit der Schriftstellerei. Seit 1888 ist sie aber wieder in San Francisco als Schauspielerin thätig. Werke s. L. Nissel.",.
1031202307,Bake,Frl. Elise,Bake Elise,Dresden,Dresden,1851-08-05,1928-11-09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11699634X,Balás-Kisócz,Frau Marie von,Balás-Kisócz Marie,.,.,1875-05-01,1935,Balás-Kisócz Marie,"Offiziers-Gattin, ist auf Puszta Zdenci in Slavonien den 4. Mai 1875 geboren. Briefadresse: Lt. Roda, Essegg Unterstadt, Slavonien. Biographie s. Band I. Werke s. M. Roda-Roda. Band II.",.,.,.,.,.,.,.,.,.,.,.,.,.
1017637032,Ballauf,Theresia,Ballauf Theresia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116008512,Ballestrem,Adlersfeld,Ballestrem Adlersfeld- Eufemia,Ratibor,München,1854-08-18,1941-04-27,Ballestrem Eufemia,s. Adlersfeld. Biographie und Werke s. Band I. und Nachtrag.,.,.,.,.,.,.,.,.,.,.,.,.,.
11776602X,Bamberger,Antoinette,Bamberger Antoinette,.,.,.,1805-05-29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117221600,Bang,Else,Bang Else,Stralsund,.,1884-03-23,[19XX],.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117766429,Barach,Frau Rosa,Barach Rosa,Rousínov,Wien,1841,1913,Barach Rosa,Die Frau als Krankenpflegerin. 1893. Selbstverlag.,"‒ Ein Abend unter Freimaurern. 1893. Ebda. ‒ Franz Josef I. 1889. Bondy. ‒ Gefesselt. Gedichte. 8. (78) Wien 1882, Leutgeb. n 1.– ‒ Geprüft und bewährt. Bondy. ‒ Hergestellt. Epische Gedichte. Ebda. ‒ Liebesopfer. 1884. Selbstverlag. ‒ Marienkäferchen. Bondy. ‒ Soldatenfritz. Nov. 1881. Wien, Weizner. ‒ Stiefmütterchen. Erzählg. 1892. Bondy. ‒ Unser Kaiser im Liede. Ebda. ‒ Wahn und Aberglaube. Erzählg. 1890. Ebda.",.,.,.,.,.,.,.,.,.,.,.,.
1314717421,Baranius-Molien,Frau Dr,Baranius-Molien Elise,Tartu,Tomsk,1851,1930,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057578541,Baranow,Ivan,Baranow Ivan,.,.,1818,1890,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116050411,Barazetti,Frau Sophie,Barazetti Sophie,Salzburg-Morzg,Aarau,1858-07-01,1929-05-06,Barazetti Sophie,"geborne von Le Monnier, wohnt: Genf, Quai des Eaux Vives 38. Ihr Roman »Im Banne des Unterberges« erscheint in dänischer Übersetzung. Übersetzerin: Katharina Aagard in Kopenhagen. Biographie u. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
116051604,Barber,Frau Ida,Barber Ida,.,.,1842-07-12,1931-10-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130241075,Barbi,Alice,Barbi Alice,Modena,Rom,1858-06-01,1948-09-04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118883658,Baring,Natalie,Baring Leipzig,London,Woking,1858-04-23,1944-05-08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117767115,Baring,Natalie,Baring Natalie,Burgdorf (Region Hannover),Bielefeld,1833,1913,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117010073,Barnay,Ilka,Barnay Ilka,.,Starnberg,1848,1932-03-08,Horovitz-Barnay Ilka,"Ps. Ilka Barnay, Wien III., Löwengasse 44, ist in Budapest am 1. Januar 1848 geboren und schreibt Feuilletons.",.,.,.,.,.,.,.,.,.,.,.,.,.
1167739094,Baron,Frau Generalmajor Emma,Baron Emma,.,Visselhövede,1844-09-15,1921-11-01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
