gnd,werk
118657585,"Ein Lebensbild aus ihren Briefen. 2. Ausg., früher Norden, Hinric. Fischer Nachf., jetzt Dresden. Gerh. Kühtmann. 3., geb. 4.50"
118657585,"Komödianten-Fahrten. Erinnergn. u. Studien, hrsg. v. Arn. Wellner, (424) Berlin 1875, v. Decker. 7.50"
118657585,"Verschollene Herzensgeschichten. Nachgelass. Memoiren v. K. B., bearb. v. A. Wellmer. 3 Bde. 8. (1363) Berlin 1880, Gerschel. n 20."
1012175197,Die Perle. Rom. Ebda. 1895. 4.50
1029760942,"Aus Kingsleys Schriften. Übersetzg. 8. (280) Göttingen 1897, Vandenhoeck & Ruprecht. Brosch. 3.60, eleg. geb. 4.60"
1029760942,"Der Zeitgeist von L. Dougall. Autoris. Übersetzg. nach der 4. Aufl. des engl. Originals. 8. (157) Ebda. 1896. n 2., geb. n 2.60"
1029760942,"Römer u. Germanen. Vorträge. Nach der 9. Aufl. Übersetztg. 8. (296) Ebda. 1895. 4., in Geschenkbd. 5."
1029760942,"Tägliche Gedanken. Übersetzg. Aus den Schriften Kingsleys, gew. v. s. Frau. 8. (287) Ebda. 1893. 3.60, geb. 4.50, m. Goldschn. 4.80"
1029760942,Vom Tode zum Leben. Übersetzg. Gedanken über das Leben nach dem Tode. 8. (150) Ebda. 1891. 3.
1029760942,"Vor zwei Iahren. Übersetzg. Rom. 2 Bde. 8. (911) Gotha 1891. F. A. Perthes. 10., geb. 12."
1029760942,"Wahre Worte für tapfere Männer. Ein Buch für Soldaten u. Seeleute. Übersetzg. 12. (159) Berlin 1892, Liebel. 1.40, Einbd. in Pappe 1.20, eleg. geb. 2."
116096691,"Dasselbe. 2 Bdchn. Michel Perrin, hrsg. v. Emil Tournier. Ebda. 1895. .75"
117767662,"Der gute Hirte. Erzählg. 16. Konstanz 1896, C. Hirsch. .10"
117767662,Der Zillerthaler u. sein Kind. Erzählg. 16. Ebda. 1897. .10
117767662,Die beiden Freundinnen 16. Ebda. 1897. .10
117767662,Die Holzhauers-Familie. 16. Ebda. 1897. .10
117767662,Die Macht der Liebe. Erzählg. 16. Ebda. 1896. .10
117767662,Zwei Königskinder. 16. Ebda. 1896. .10
11609835X,"Des Doktors Dilemma. Rom. Aus dem Englischen d. Hesba Stretton von G. Ch. de Beaulieu. 4 Bde. 8. (875) Leipzig 1875, Dege. 16."
116100818,"Aus der Hoamat. Niederbayerische Gedichte. 12. (IV, 82 u. XII) Leipzig 1895, W. Fiedler. geb. 1.50, m. Goldschn. 2."
116101911,"Allerhand kleine Geschichten. 16. (128) Hamburg 1889. Verl.-Anst. u. Druckerei, A.-G. n 1.60"
116101911,"Der lebendige Struwwelpeter u. andere drollige Geschichten f. Kinder von 3 bis 8 Iahren. Mit 10 Farbendr.-Bildern von Margarete Pfeiffer. 4. (Mit eingedr. u. 9 Bl. Text.) Wesel 1895, W. Düms. kart. 1.20"
116101911,"Ein neuer Struwwelpeter. Mit Bildern v. M. Pfeiffer. 4. (8 farb. Taf. m. eingedr. u. 4 Bl. Text.) Ebda. 1895. kart. ,50. auf Pappe zum Aufstellen 1."
116101911,Freude über Freude. Ein Bilderbuch. 4. (9 farb. Taf. m. 9 Text.) Ebda. 1892. geb. 1.
116101911,"Unsere Haustiere und ihr Nutzen. Farbige Bilder von F. L., Text von M. B. 4. (22) Ebda. 1893. kart. 1.20, auf Pappe 2."
116101911,Wilhelms Besuch im Zoologischen Garten. 4. (24 m. 17 farb. Bild. von Flinzer.) Ebda. 1891. geb. 1.50
116104317,"Beate. 2. Aufl. 12. (99) Neustadt a. H. 1892, Gottschick Witters Verl. geb. m. Goldschn. 3."
116104317,Elsbeth. 8. (144) Ebda. 1896. geb. m. Goldschn. 3.
131492754X,"Die Anfertig. der Kindergarderobe. 1 Lfg. (16 m. Abbildg) in den Lehrbüchern der Modenwelt, hrsg. von F. Lipperheide, (1889) 1890, Berlin, Lipperheide."
116107324,"Gedenkbuch. Illustriert v. M. Beeg. 8. (390) Stuttgart 1893, W. Nitzschke. geb. 10."
116107324,"Glück auf! Erzählg. f. junge Mädchenwelt. 8. (III, 223) Stuttgart 1896, Süddeutsches Verlags-Institut. geb. n 3.50"
116107324,"Glückliche Kinderzeit in Wort u. Bild. 4. (16 farb. m. eingedr. Text) Stuttgart 1889, Nitzschke. geb. n 2.50"
116107324,"Hänschen auf der Wanderschaft. 12 Bl. Farbdr.-Bilder. 4. Stuttgart 1887, Süddeutsches Verlags-Institut. geb. n 4."
116107324,"Hänschen in den Kinderschuhen. Eine lustige Geschichte. 4. (6 Bl. Bilder in Farbendr.) Nürnberg 1887, C. Schimpf. geb. n 1.50"
116107324,"Herzblättchens Bilderbuch. 4. (16 farb. m. eingedr. Text.) Stuttgart 1889, Nitzschke. geb. n 2.50"
116107324,Iunge Freunde. Erzählg. 8. (179 m. 3 autotyp. Illustr.) München 1886. Richter & Kappler. geb. n 3.
116107324,"Kinderaug u. Kinderherz. 24 Blatt Farbdr.-Bilder nach Aquarellen v. M. B. 4. Stuttgart 1887, Süddeutsches Verlags-Institut. geb. n 6."
116107324,Kinderu. Hausmärchen. Ebda
116107324,"Lenzesstürme. Erzählg. 8. (V, 244 m. 1 Lichtdr.) Stuttgart 1883, Richter & Kappler. geb. n 5."
116107324,"Lieschen Fröhlich. Erzählg. 1. Aufl. 1893. 2. Aufl. 1897. 8. (184) Stuttgart, Süddeutsches Verlags-Institut. geb. n 3."
116107324,"Lust u. Leid der Kinderzeit. In Wort u. Bild. 2. Aufl. 4. (32 Chromolith. m. eingedr. Text.) Stuttgart 1884, Nitzschke. geb. n 6."
116107324,"Mädchenjahre in Lust u. Leid. Erzählg. 8. (VIII, 407 m. farb. Titelbild.) Stuttgart 1890, Union. n 4., geb. n 5."
116107324,"Neues Märchenbuch. Mit Illustr. in Farbendr. 4. (6 Bl.) Nürnberg 1887, C. Schimpf. geb. n 1.50"
116107324,"Neue Kinderu. Hausmärchen. Eine Sammlg. schöner neuer Märchen v. M. Beeg u. A. Mit 4 Aquarellen u. e. Anh.: »Deutsche Lieblings-Sagen.« 8. (VIII, 323) Stuttgart 1892, Süddeutsches Verlags-Institut. geb. n 5."
116107324,"Otholie, das Polenmädchen. Erzählg. 8. (IV, 166 u. 82 m. 4 Farbdr.) Ebda. 1896. geb. n 3.50"
116107324,"Schulmädelgeschichten f. Mädchen v. 712 Iahren. (1887) 4. Aufl. 8. (III, 158 m. H. u. 4 Farbdr.-Bild.) Ebda. 1894 geb. n 3."
116107324,"Von ferner Welt den Kindern erzählt. 4. (12 Chromolith. m. eingedr. Text) München 1886, F. Arnold. geb. 3."
116107324,Zum Scherz u. fürs Herz. Verse v. M. B. Mit Illustr. in Farbendr. 4. (6 Bl.) Nürnberg 1886. C. Schimpf. geb. n 1.50
133249107,"Idee e. Frauenarbeitsschule in Nürnberg besprochen. 8. (31) Nürnberg 1875, Zeiser. .40"
118623249,"Worin besteht mein Glaube? Eine Studie. Aus dem russ. Manuskript d. Graf Leo Tolstoy, übers. v. S. B. 8. (294) Ebda. 1885. 6."
1024214184,"Martha. Eine Erzählg. f. d. reifere Iugend. 8. (VI, 98) Nürnberg 1865, Zeiser. n 1."
116117966,"Dasselbe. Neue Titel-Ausg. 8. (356) Ebda. 1897. n 1., geb. n 1.25"
116117966,Flüsternde Blätter. (Ausgestanzte Brombeerblätter.) 16. (12 m. farb. Abbildgn.) München Ebda. 1890. .75
116117966,"Glaube, Liebe, Hoffnung. Bibl. Texte. 3 Hftchn. Ausgestanzt in Kreuz-, Herzn. Sternform, (à 8 m. Bildern.) München 1889. Ebda. kart. n .75"
116117966,Gott ist die Liebe. Bibl. Texte u. geistl. Lieder f. jeden Tag d. Monats. 4. (16 m. z. Tl. farb. Abbildgn. Ebda. 1893. n 2.50
116117966,Gott ist mein Lied. Schriftworte u. Dichterstimmen. 4. (16 m. farb. Bildern.) Ebda. 1891. kart. m. Goldschn. 2.50
116117966,Hoffe dem Herrn u. harre auf Ihn. Bibl. Texte u. geistl. Lieder f. jeden Tag d. Monats. 4. (16 m. z. Tl. farb. Illustr.) Ebda. 1892. kart. 2.50
116117966,Iesus meine Zuversicht. Schriftworte u. Dichterstimmen. 4. (16 m. farb. Abbildgn.) Ebda. 1890. kart. m. Goldschn. 2.50
116117966,Im Lichte der Verheissung. Schriftworte u. Dichterstimmen. 4. (16 m. z. Tl. farb. Illustr. München 1889. Stroefer. n 1.75
116117966,Massliebchen. (Ausgestanzt.) 16. (11) Nürnberg 1890. Th. Stroefer. .40
116117966,Meine Seele ist stille zu Gott. Schriftworte u. Dichterstimmen. 4. (16 m. farb. Bildern.) Nürnberg 1891. Th. Stroefer. kart. m. Goldschn. 2.50
116117966,Rein wie die Lilien. An eine junge Mutter. 4. (8 m. 2 farb. Bildern.) Ebda. 1895. 1.
116117966,Schimmernd Laub. (6 Bl. m. farb. Illustr. in Blattform.) München 1889. Stroefer. n .75
116117966,Veilchenstrauss. Gedicht. (Ausgestanzt.) (10 m. Bildern.) Ebda. 1889. n .40
117585017,"Die Frauenbewegung in Deutschland. Ihr gegenwärtiger Stand u. ihre Bedeutg. 8. (92) Weimar 1891, Weimarer Verl.-Anst. (Vergriffen). M. 1.50"
117585017,"Frauenwünsche u. Frauenbestrebungen. Ein Beitrag zur Beurteilg. der Frauenfrage. 8. (55) Hamburg 1891, Verlagsanstalt u. Druckerei A. G. M. 1.40"
117585017,"George Eliot, (Biogr.). 8. (52) Ebda. 1893. 1."
117585017,"Giordano Bruno, ein Märtyrer der Geistesfreiheit. Ein Lebensu. Charakterbild aus dem 16. Iahrh. Vortrag. 8. (38) Ebda. 1890. n .80"
117585017,Luise von François (Biogr.). 8. (36) Ebda. 1894. .80
117585017,Märtyrer des freien Denkens aus alter und neuerer Zeit. 8. (40) Ebda. 1891. .80
117585017,"Philosophie, Metaphysik u. Einzelforschung. 8. (96) Leipzig 1897, Herm Haacke. n 1.80 ‒ Über das Wesen der Sittlichkeit u. den natürlichen Entwickelungsprozess des sittlichen Gedankens. Krit. Studie. 8. (127) Leipzig 1891. C. E. M. Pfeffer. (R. Stricker.) 2.50"
117585017,Zur Lösung des metaphysischen Problems. 8. (176) Berlin 1886. E. S. Mittler & Sohn. M. 3.
116120495,"Das Kind und die Tierwelt. Erzählgn. für Kinder. 8. (164) Patschkau 1888, Buchal. 1.60"
116120495,Waldmärchen. 12. (111) Ebda. 1889. .80
11819397X,"Die hl. Elisabeth, Landgräfin v. Thüringen. Drama. 12. (72) Paderborn 1898. F. Schöningh. .60"
11819397X,Die Macht des Gebetes. Drama. 12. (86) Ebda. 1898. .80
11819397X,Die Seele am Scheidewege. Iephtas Tochter. 12. (48) Ebda. 1898. .60
1036250822,"Der König der Schnorrer. Von I. Zangwill. Übersetzg. 8. (193) Berlin 1897, S. Cronbach. 2.; geb. 2.50"
1036250822,Kinder des Ghetto. Von I. Zangwill. Übersetzg. 2 Bde. 8. (736) Ebda. 1897. 7.50; geb. 10.
122739294X,Angelica v. Saint-Croix. Nov. 8. (250) Köln 1884. I. P. Bachem. geb. 1.
122739294X,Drei Feste. Eine Geschichte f. Mädchen v. 1114 Iahren. 2. Ausg. 8. (208) Darmstadt (1885) 1888. Waitz. geb. n 2.40
122739294X,"Einsam u. arm. Erzählg. 8. (310) Halle 1868, Mühlmann. 3."
122739294X,Novellen. 8. (280) Ratibor 1874. Schmeer & Söhne. n 2.
122739294X,Schloss Hartenfels. 8. (236) Köln 1888. Bachem. geb. n 1.
122739294X,"Verschiedene Wege, Erzählg, 8. (332) Halle 1869, Mühlmann. 3."
122739294X,Weisse und rothe Rose. Erzählg. 8. (356) Ebda. 1870. 3.
122739294X,Wie sie sich finden. Nov. Köln. I. P. Bachem. geb. 1.
109334515,"Pfälzer Kochbuch. 8. (638) Ebda. 1858. n 3.60, geb. n 4.25"
109334515,Pfälzer Kochbuch. Neue Aufl. 8. (310) Ebda. 1870. n 1.60 kart. n 2. geb. n 2.25
117446823,"Am Hofe Lorenzos. Historischer Rom. 3 Bde. 8. (741) Berlin 1891, Ianke. n 12."
117446823,"An d. Thrones Stufen. Rom. 3 Bde. 8. (856) Leipzig 1878, Dürrsche Buchhandlg. 12."
117446823,"Dasselbe. 2. Aufl. 8. (332) Berlin 1888, Ianke. n 2."
117446823,Aus dunklen Tagen. Historischer Rom. 3 Bde. 8. (632) Ebda. 1888. n 10.
117446823,Der Lebenslauf einer Glücklichen. Erzählg. 8. (127) Ebda. 1896. n 1.
117446823,Der rechte Erbe. Erzählg. 2. Aufl. 8. (80) Ebda. 1897. n .50
117446823,Die Namenlosen. Rom. 3 Bde. 8. (877) Ebda. 1889. n 12.
117446823,Die Söhne Gustav Wasas. Histor. Rom. 3 Bde. 8. (601) Ebda. 1886. n 10.
117446823,Die Unbegehrten. Erzählg. 8. (158) Ebda. 1892. n 1.
117446823,"Die wilde Rose. Rom. 2 Bde. 8. (638) Berlin 1876, Wedekind & Schwieger. 8."
117446823,"Dasselbe. 2. Aufl. 8. (271) Berlin 1884, Ianke. n 2."
117446823,"Ein Kind der Strasse. 16. (99) Anklam 1897, Hermann Wolter. geb. n 1."
117446823,"Ein Vergessener.  Hektor. 2 Erzählgn. 8. (140) Berlin 1896, Ianke. n 1."
117446823,Ein Vorurteil. Erzählg. 8. (156) Ebda. 1890. n 1.
117446823,"Erstarrte Herzen. Rom. 2 Bde. 8. (594) Leipzig 1877, Dürrsche Buchhandlg. 7.50"
117446823,"Dasselbe. 2 Aufl. 8. (284) Berlin 1884, Ianke. n 2."
117446823,Frauenliebe. Rom. 2. Aufl. 8. (258) Ebda. (1874) 1887. n 2.
117446823,Fürst und Vasall. Histor. Rom. 3 Bde. 8. (686) Ebda. 1882. n 10.
117446823,Heinrich Guise. Histor. Rom. 3 Bde. 8. (821) Ebda. 1893. n 12.
117446823,Im Dämmerschein. Vier Erzählgn. 8. (224) Ebda. 1890. 1.50
117446823,Kämpferinnen. Rom. 2 Tle. in 1 Bd. 8. (220 u. 203) Ebda. 1897. n 6.
117446823,"Kinderaugen. Erzählg. 8. (328) Ebda. 1892. n 6., wohlf. Ausg. 2."
117446823,"Schuldlos geopfert. Histor. Rom. 3 Bde. 8. (256, 250 u. 288) Ebda. 1896. n 12."
117446823,Schwestern. Rom. 2 Tle. in 1 Bd. 8. (402) Ebda. 1894. n 7.
117446823,Um Seinetwillen. Rom. 3 Bde. 8. (930) Ebda. 1884. n 12.
117446823,Unsere Backfische. Erzählg. 8. (139) Ebda. 1896. n 1.
117446823,Unter dem Kreuze. Histor. Rom. 3 Bde. 8. (741) Ebda. 1888. n 12.
117446823,"Vae victis! Histor. Rom. 4 Bde. 8. (955) Leipzig 1879, Dürrsche Buchh. 15."
117446823,"Dasselbe. 2. Aufl. 8. (328) Berlin 1886, Ianke. n 2."
117446823,Wintersonne. Histor. Erzählg. aus dem 30jähr. Kriege. 2. Aufl. 8. (288) Ebda. 1896. n 2.
118156543,"Ungereimtes aus dem Frauenleben. 8. (48) Berlin 1898, F. Dümmler. .60"
116522720,Ein Erbvertrag. Rom. 8. (223) Ebda. 1852. 3.
116146273,Aus alter Fehde. Rom. 1883.
116146273,"Buen Retiro.  Um meinetwillen.  Die Freude. 3 Erzählgn. 8. (316) Leipzig 1895, E. Keils Nachf. 4.50, geb. in Leinw. n 5.50"
116146273,"Das Teufelchen Rom. 8. (256) Dresden 1893, E. Pierson. n 4., geb. n 5."
116146273,"Der Zeuge. Rom. 2 Bde. 8. (524) Stuttgart 1892, Deutsche Verl.-Anst. n 6. in 1 Bd. geb. nn 7."
116146273,"Die Erbin von Glückshafen. Rom. 2. Aufl. (1. Aufl. u. d. Autornahmen »Bernh. Frey«.) 8. (306) Berlin 1897, Adolf Goldschmidt. brosch. 1. geb. in Leinw. bar 2."
116146273,"Die Perle. Rom. 8. (323) Leipzig 1894, E. Keils Nachf. 4.50, geb. in Leinw. n 5.50"
116146273,"Die Schule des Lebens. Rom. 2 Bde. 8. (323 u. 324) Leipzig 1897, E. Pierson. n 8., geb. n 10."
116146273,Die Woge des Glücks. 1886.
116146273,"Durch Vermittlung.  Ein Vorurteil. Nov. 8. (196) Minden 1890, Bruns. n 2., geb. n 2.75"
116146273,"Ein Ehrenwort. Rom. 8. (283) Minden i. W. 1890, Köhler. n 2.80, geb. n 3.60"
116146273,"Ein Götzenbild. Rom. 8. (413) Leipzig 1892, E. Keils Nachf. 4.50, geb. in Leinw. n 5.50"
116146273,"Eva Leoni. Rom. 3. Aufl. 8. (524) Berlin 1891, F. Schirmer. n 5., geb. n 6."
116146273,"Felix u. Felicia. Rom. 8. (340) Leipzig 1892, E. Keils Nachf. 4.50, geb. in Leinw. n 5.50"
116146273,"Forstmeister Reichardt. Rom. 8. (216) Ebda. 1896. 3., geb. 4."
116146273,"Helm u. Spitzentuch. Salonu. Manövergeschichten. 8. (103) Berlin 1893, I. L. V. Laverrenz. n 1."
116146273,"In Treue fest. 8. (272) Dresden 1893, E. Pierson. n 4., geb. n 5."
116146273,"Novellen. 8. (196) Minden 1890, Bruns. n 2., geb. n 2.75"
116146273,"Sich selbst getreu.  Der Weg zum Herzen u. andere Nov. 8. (216) Minden i. W. 1890, Köhler. n 2.40, geb. n 3.20"
116146273,"Sonnenwende. Rom. 8. (325) Leipzig 1891, E. Keils Nachf. 4.50, geb. in Leinw. n 5.50"
116146273,"Unweiblich. Rom. 2 Bde. 8 (390) Dresden 1894, Verlag des Universum. n 6., in Leinw.-Bd. nn 7.50"
116146273,"Verkauft u. verloren. Rom. 8. (290) Dresden 1894, E. Pierson. n 4., geb. in Leinw. n 5."
127413146,"Aus alten Tagen. Kinderbriefe u. Märchen. 2. Aufl. 2 Tle. 12. (à 146) Kreuznach, Voigtländers Verlag. à .75; geb. à 1."
127413146,"Für unsere Herzblättchen. (172) Berlin 1895, Bartels."
126043949,"Aus dem Dresdner Hoftheater. Biographische Skizzen. 8. (154) Dresden 1882, E. Pierson. nn 3., geb. nn 4."
126043949,"Erinnerungen an eine Unvergessliche. »Katharina Klafsky« Dresden 1897, Selbstverlag der Verfasserin. .75, geb. 1."
126043949,"Erinnerungsblatt an Hedwig Reicher-Kindermann, nebst deren Briefe an eine Freundin 8. (43 m. Portr.) Ebda. 1883. n 2., neue wohlf. Ausg. nn 1."
126043949,"Künstlererlebnisse. 8. (137) Leipzig 1891, Elischer Nachf. n 3., geb. n 4."
117235733,"Ein Lebensbild aus dem 17. Iahrhundert. Volksausgabe. 8. (183) Achern 1897, Eitler & Hundt. In Vorbereitung."
117235733,"Schloss Favorite. Ein Geleitu. Erinnerungsbüchlein. (Aus: »Das Buch vom Türkenlouis«) 8. (32) Freiburg i. B. 1896, Lorenz & Waetzel. 1."
100799558,"Der Wolfmensch od. die Bestie d. Gevaudan. 2 Bde. (383) Wien 1893, A. Hartleben. .75"
100799558,"Vater u. Tochter. Ein Bild a. Cayenne. Nach d. Franz. 8. (219) Trier 1895, Paulinus-Druckerei. .75, geb. 1."
1071551795,"Denn er hat seinen Engeln befohlen über dir! Erzählg. 12. (24) Köthen 1897, Dessau, Bachhandlung des Evangelischen Vereinshauses. .10"
1071551795,"Im Waisenhause. 12. (24) Stuttgart 1897, Buchhandlung der Evangelischen Gesellschaft. .10"
137537719,"An der Mutter Hand. Leipzig 1883, Abel & M.  Vergriffen. "
137537719,Meine Sonntage. Rückblicke und Erinnerungen. Erzählg. 8. (244) Ebda. 1882. geb. n 4.
137537719,"Sprüche, Strophen und Stimmungsbilder. Lyrisches u. Didaktisches. 8. (139) Ebda. 1889. geb. 3."
116161787,"Die beiden Witwer. Rom. Dresden 1896, E. Pierson."
116161787,Dreissig Iahre aus der Villa Clara.
116161787,Ein Deutscher.
116161787,Iosua Baro.
116161787,"Mein Tagebuch. Gedichte. 2. Aufl. 16. (139) Leipzig 1889, Danz. n 2., geb. m. Goldschn. n 3."
116161787,Pater Franz. Nov. 1885.
116161787,Sein Ehrenwort. Nov. 1885.
116161787,Steffelhofbauer. Ein Epos. 1897. E. Pierson.
116161787,"Südliche Früchte. Nov. Breslau 1897, S. Schottländer."
116161787,"X-Strahlen des »Tagebuches«. Dritte bedeutend vermehrte Aufl. Gedichte 8. (170) Dresden 1897, E. Pierson. n 2., geb. n 3."
116162937,"Dunkle Bilder. 2 Bde. 4. (24 Steintaf.) (Erschien in Lfgn.) Berlin 1881, A. Duncker. (1 u. 2. Bd. n 40.) geb. n 20."
116162937,Märchenbilder. 4. Ebda.
124536670,"Elisenhof. Ein Rom. aus der grossen Welt. 8. (402) Breslau 1844, Kern. 5.25"
124536670,"Gedichte. 16. (240) Leipzig 1850, Thomas. geb. 3."
124536670,Luigia Sanfelice od. die Revolution in Neapel. Histor. Rom. 3 Bde. 8. (688) Ebda. 1850. 10.50
117347566,"Ein Kuss als Einsatz. Nov. 8. (156) Dresden 1897, Carl Reissner. brosch. 1.50, geb. 2."
117347566,"Señorita Paz u. anderes. 12. (272) Dresden 1896. E. Reissner. n 3., geb. n 4."
116183373,"‒ Äsops Fabeln für die Iugend bearb. 8. (64 m. 5 farb. Bildern u. 217 Text-Illustr.) Nürnberg 1897, Th. Stroefer. geb. .60"
116183373,Der lustige Zug durchs Bilderbuch. Erzählgn. u. Verse. 4. (66 m. z. Tl. farb. Bildern) Nürnberg 1897. Th. Stroefer. 6.
116183373,"Fest Aufführung für Sachsens Schulen und patriotische Vereine zum 70. Geburtstag (23. April 1898) und dem 25jährigen Regierungs-Iubiläum S. M. des Königs Albert v. Sachsen. 8. (19) Meissen 1898, H. W. Schlimpert. 1."
116183373,Dasselbe. Textausg. f. Schüler. (19) .25
116183578,"Weibliche Ärzte. Eine Studie. 3. Taus. 8. (80) Stuttgart 1892, Leipzig, G. I. Göschen. n 1.20"
118658875,"Burton Castle. 2 Tle. 3. Aufl. 8. (568) Berlin 1854, Huber. 6."
118658875,"Das Forsthaus. Origin.-Schausp. Iahrbuch deutsch. Bühnenspiele. Iahrg. 1853. 8. (III, 311) Berlin 1853, Vereins-Buchh. 5."
118658875,"Der Glöckner von Notre Dame. Romant. Drama. 8. (III, 367) Ebda. 1853. 6."
118658875,"Die Grille. Ländliches Charakterbild. 16. (112) Leipzig 1893, Ph. Reclam jun. n 2."
118658875,Die Waise aus Lowood. Schausp. 12. (107) Ebda. 1892. n 2.
118658875,"Dorf und Stadt. Schausp. in 2 Abteilgn. u. 5 Akten m. freier Benutzg. der Auerbachschen Erzählg.: »Die Frau Professorin.« 12. (III, 332) Berlin 1863, Vereins-Buchhdlg. 5."
118658875,"Edith. Schausp. in 4 Akten. 12. (V, 400) Ebda. 1861. 5."
118658875,Ein alter Musikant. Drama in 1 Akt. 12. Ebda. 1860. 5.
118658875,Ein Billet. Orig. Schausp. 8. (319) Ebda. 1851. 5.
118658875,Ein Ring. (Iahrbuch deutscher Bühnenspiele.)
118658875,"Gesammelte dramatische Schriften 1. u. 2. Band. 12. (1084) Berlin 1847, Duncker & Humblot. 6.75"
118658875,"Gesammelte dramatische Werke. 8. Bd. 123. Leipzig 18631880, Ph. Reclam jun. à n 4."
118658875,"Hinko. Drama. 8. (III, 367) Berlin 1853, Vereins-Buchhdlg. (enthalten im Iahrb. deutsch. Bühnenspiele.) 6."
118658875,Im Walde. (Iahrbuch deutscher Bühnenspiele).
118658875,"Iohannes Guttenberg. Schausp. in 3 Abt. 2. Aufl. 16. (84) Berlin 1840, W. Krause. 1.50"
118658875,"Mazarin. Histor. Schauspiel. 8. Berlin 1852, Vereins-Buchhdlg. à 5."
118658875,"Rose u. Röschen. Orig.-Schausp. 37. Iahrg. f. 1858. 12. (III, 350) Ebda. 1858. 5."
118658875,"Santa Chiara, Romantische Oper v. Ernst, Herzog zu Sachsen-Koburg-Gotha. Dichtung v. B. P. Herausg. v. Karl Frdr. Wittmann. 16. (96) Leipzig 1892, Ph. Reclam jun. .20"
118658875,Steffen Langer aus Glogau.
118658875,"Ulrich Zwinglis Tod. Histor. Trauersp. in 5 Aufz. 8. (142) Schwäb Hall. 1846, Haspel. 2."
1073838021,"Märchen u. Erzählgn. Mit e. Vorwort v. Karl v. Perfall. 16. (173) Iena 1896, H. Pohle. geb. in Leinw. n 2."
1189707438,"Lichtu. Schattenbilder. Erzählgn. aus dem Lehen. 12. (148) Dresden 1893, I. Naumann in Komm. geb. in Leinw. n 2."
1189707438,"Milda Herzens-Erfahrungen im Dienst. Aus dem Engl. von Mrs. Sewel. 8. (234) Dresden 1891, Brandtner."
101217784X,"Innenschau u. Ausblick. Mit einem Worte der Einführung von Moriz Carriere. 8. (126) Heidelberg 1895, Gg. Weiss. 2., geb. 3.20"
11620043X,Wanderungen e. Elfe u. andere Märchen f. junge Mädchen. 8. (131) Ebda. 1886. geb. m. Goldschn. n 3
126530209X,"Reise durch Deutschland, Österreich u. Ungarn während der Ereignisse v. 1848 u. 1849. Aus dem Franz. v. L. v. Alvensleben. 8. (268) Weimar 1851, Voigt 3."
118511688,"Frau von Staël, ihre Freunde u. ihre Bedeutung in Politik u. Litteratur. 1. Bd. 8. (204) Berlin 1887, Gebr. Paetel. n 12."
118511688,Dasselbe. 2. Bd. (472) 1888. n 10.; 3. Bd. (569) 1889. n 9.
118511688,"Talleyrand. Eine Studie. 8. (572) Berlin 1894, Gebr. Paetel n 12.; geb. in Halbfrz. n 14."
138785686,"Wiener Wandtafeln f. d. Unterricht in weibl. Handarbeiten. Unter Leitg. u. Mitwirkg. v. Bez.-Schulinspektoren Alois Fellner u. Dr. Karl Stejskal, hrsg. v. Lehrerinnen A. Bartosch, Karol. B., E. Nicolin, M. Schulmeister u. Luise Stiepan. IIIVIII. u. VIII. Abt. à 36 × 56 cm. Mit Text. 8. (14) Wien 1897, A. Pichlers Ww. & Sohn. In Mappe. n 32."
