identifier,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
117761249,Allesch,Frau Elly,Allesch Elly,Bernburg (Saale),Goslar,1853-07-01,1944-04-03,"Allesch, Frau Elly, geb. Reuss, Ps. E. Relly, Goslar a. H., Rammelsbergerstrasse 6, wurde am 1. Juli 1853 in Bernburg a. d. Saale als fünftes Kind des Anhaltischen Forstund Regierungsrats L. Reuss und seiner Gattin Karoline, geb. Brocke geboren. Ihr Talent zeigte sich sehr früh. Sie erdachte Verse und Geschichten, sobald sie denken konnte und schrieb sie nieder, sobald sie schreiben gelernt; für den Druck zu arbeiten begann sie aber erst im Jahre 1875, nachdem die Familie nach dem Städtchen Dobřisch in Böhmen übergesiedelt war. Häufig weilte sie in Prag, und es war besonders die Familie des bekannten Schriftstellers und Botanikers Dr. M. Willkomm, in der sie fördernde geistige Anregung fand. Im Jahre 1881 verheiratete sich Elly Reuss mit dem Baumeister I. Allesch in Dobřisch und liess die Feder rosten, um ganz ihrem Familienglück zu leben. Nach fünfzehn Jahren jedoch wurde dieses durch ein schweres Geschick zerstört. Elly Reuss' Gatte musste wegen einer unheilbaren Kopfkrankheit einer Anstalt übergeben werden, und sie selbst zog mit ihren drei Kindern im Herbst 1896 nach der schönen Harzstadt Goslar. Werke s. E. Relly und E. Reuss.",,Reuss Elly;.;.,Biographie s. E. Allesch. Werke s. auch E. Relly.,"‒ Erreichte Ziele. Familien-Rom. 2 Bde. Neue Ausg. (263 u. 238) Wolfenbüttel 1887, I. Zwissler. geb. n 1.–;.;.",Bern,Prag,Dobřisch,Forst,Goslar,Bernburg a. d. Saale,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126305358,Allestein,Emma,Allestein Emma,Gera,Gera,1810,1873-06-01,"Allestein, Emma. (Antonie Kanitz, geb. Semmel). Das beste bürgerl. Kochbuch, vorzügl. f. das Haus berechnet. Neu bearb. v. M. Schlömilch (geb. Kanitz) 17. Aufl. (XXXVI, 575) (1. Aufl. 1851,) Gera 1896, H. Kanitz Verl. 3.– geb. in Leinw. 3.75","‒ Kleines Kochbuch f. angehende Köchinnen u. kleinere Wirtschaften. Auszug aus dem grösseren Werke d. Verfasserin: Das beste bürgerl. Kochbuch 1. Aufl. 1869, 2. Aufl. 8. (188) Düsseldorf 1885, Voss & Co. n 1.–",.,.,.,Gera,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117337501,Almasy,Gräfin,Almasy Wilhelmine,Buda,Gries (Bozen),1845-04-08,1890-01-22,"Almasy, Gräfin, Wilhelmine. Gedichte. 2. Aufl. 8. (127) Wien 1867, Gerold's Sohn. 3.60",,Almásy Wilhelmine;Wickenburg-Almásy Wilhelmine;.;.,"Almásy, Wilhelmine, Gräfin von, s. Wilhelmine Gräfin Wickenburg-Almasy. Band II.;geboren den 8. April 1845 in Ofen, gestorben den 23. Januar 1890 in Gries bei Bozen.;.",".;‒ Das Dokument. Schausp. in 3 Akten. ‒ Der Graf von Remplin. Eine Erzählg. in Versen. 16. (92) Wien 1874, Rosner. 2.40 ‒ Ein Abenteuer des Dauphin. Lustsp. 8. (23) Wien 1881, Künast. 1.20 ‒ Emanuel d'Astorga. Erzählendes Gedicht. 2. Aufl. 16. (100) Heidelberg 1875, Weiss. geb. 3.– ‒ Erlebtes u. Erdachtes. Gedicht. 8. (171) Ebda. 1873. 3.–; geb. 4.– ‒ Gedichte. 3. Aufl. 12. (310) Wien 1882, Gerolds Sohn 5.20 ‒ Letzte Gedichte. Aus dem Nachlasse der Verstorbenen, hrsg. von ihrem Gatten. 12. (244) Ebda. 1890. 3.– ‒ Marina. Ein erzählendes Gedicht. 16. (242) Heidelberg 1876, Weiss. 3.60; geb. m. Goldschn. 4.60 ‒ Neue Gedichte. 16. (134) Wien 1869, Gerolds Sohn. 3.– ‒ Radegundis. Dramatisches Gedicht in 1 Aufzuge. 16. (66) Wien 1879, Rosner. 1.60;.;.",Wien,Gries,Ofen,Bozen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117761354,Almers,Erna,Almers Erna,.,.,1841-04-09,.,"Almers, Erna. Hereznsblüten. Gedichte und Sinnsprüche. 16. (126) Cassel (1895) E. Hühn. geb. n 2.–","‒ Herzensblüten. Gedichte u. Sinnsprüche. 16. (126) Kassel 1895, Ernst Hühn. geb. 2.–",Almers Erna;.;.,"für Frl. E. B., p. Ad. H. Vogel, Kassel, Wilhelmstrasse 17, geboren am 3. April 1841 zu Kassel als Tochter des Malers und Professors E. B. an der Akademie bildender Künste. Sie erhielt ihren Unterricht in einer der ersten Schulen ihrer Vaterstadt, welcher durch ein schweres Augenleiden nur allzu häufig unterbrochen werden musste. Fast erblindet und der Aussenwelt dadurch entfremdet, lebte sie mehr ein inneres Leben und ihre reiche Phantasie, der sie in sinnigen Gedichten Ausdruck gab, entschädigte sie für die Entbehrungen, die ihr Leiden mit sich brachte. Ihre dichterische Begabung fand jedoch bei ihrer Familie keine Anerkennung und dieselbe bot alles auf, das poetische Talent Ernas zu unterdrücken. Das junge Mädchen jedoch fühlte die Liebe zur Poesie immer mächtiger in sich werden, je mehr man ihr diese zu verleiden suchte und fand schliesslich kein Unrecht dabei, hin und wieder die Erzeugnisse ihrer Muse in Tagesblättern zu veröffentlichen, was natürlich nur unter einem Pseudonym geschehen konnte. Nach Iahr und Tag, nachdem eine bedeutende Besserung ihres Augenleidens eingetreten war, wurde es ihr durch die Hilfe einer Freundin endlich möglich, einen Teil ihrer gesammelten Lieder und Sprüche unter dem Titel »Herzensblüten« erscheinen zu lassen.","‒ Herzensblüten. Gedichte u. Sinnsprüche. 16. (126) Kassel 1895, Ernst Hühn. geb. 2.–;.;.",Cassel,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047261111,Alt,Helene,Alt Helene,Mannheim,.,1850,1913,"Alt, Helene. Sonderbare Ehen. Rom. 8. (858) Leipzig 1887, Pfau. n. 4.– geb. n 5.50.",,.,.,.,Rom,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017668108,Alt,Louise,Alt Louise,.,.,1859,1941,"Alt, Louise. Aus der Kinderwelt. Kleine Erzählg. Mit 6 (chromolith.) Illustr. v. Rob. Leinweber. 8. (110) Glogau 1872, Flemming. geb. 2.25",,.,.,.,Glogau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116294051,Althaber,Wilhelmine,Althaber Wilhelmine,.,.,1841,1917,"Althaber, Wilhelmine, Bonn a. Rh., Breitestr. 93, wurde am 12. Juni 1841 in Greifswald geboren, wo sie auch die höhere Töchterschule absolvierte. Nachdem sie im Jahre 1866 das staatliche Examen für Lehrerinnen bestanden, war sie fünfundzwanzig Jahre, davon die letzten siebzehn in Remscheid, unterrichtend an Volksschulen thätig. Eingehendes Studium der Glaubenslehre der katholischen Kirche veranlasste sie zu dieser überzutreten; aber auch ihre Pensionierung hatte diese Konversion zur Folge, und von nun an beschäftigte sie sich mit Vorliebe litterarisch. Erzählungen und belehrende Abhandlungen sind es, die sie schreibt, und zwar ist der Inhalt der letztern meistens ein religiöser; auch war Wilhelmine Althaber längere Zeit Mitarbeiterin der »Germania«. Sie ist Mitglied des »Deutschen Schriftstellerinnen-Bundes.«","‒ Vom Irrwege zur Wahrheit. Mein Glaubensleben in Vergangenheit u. Gegenwart. 1. Aufl. 1893, 2. Aufl. 16. (IV, 48). Bonn 1895, P. Hanstein. n –.50",.,.,.,Bonn,Remscheid,Greifswald,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1164385046,Althof,Paul,Althof Paul,.,.,1869,1944,"Althof, Paul, Biographie s . Alice Gurschner geb. Pollak.","‒ Coghetta, Nov. 8. (66) Berlin 1894, Freund & Jaeckel. 1.– ‒ Die Asolanen, Rom. 16. (111) Wien 1893, C. Daberkow. 2.– geb. 3.40 ‒ Gernrode, Poet. Erzählg. aus dem 10. Jahrh. 8. (80) Leipzig 1890. Lith. Anst. A. Schulze. n 1.65, geb. in Halbleinw. n 3.–, geb. in Halbleder n 3.50 ‒ Les habitants de la fleurette. 1890. Ebda. ‒ Schneeflocken. Märchen. 1890. Ebda.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139437754,Altmann,Frl. Ida,Altmann Ida,.,Berlin,1862-06-30,1935-11-30,"Altmann, Frl. Ida, Charlottenburg, Uhlandstrasse 185, erblickte in Obscherninken, einem ostpreussischen Dörfchen, am 30. Juni 1862 das Licht der Welt und legte im September 1881 nach gründlicher Vorbildung auf den höheren Töchterschulen zu Elbing und Königsberg das Examen als Lehrerin für höhere Mädchenund Volksschulen ab. Ihre schriftstellerische Thätigkeit begann sie während eines mehrjährigen Aufenthaltes in Russland und setzte dieselbe dann nach ihrer im Sommer 1890 erfolgten Übersiedelung nach Berlin fort. Hier lebt sie auch jetzt noch als Privatlehrerin, nachdem sie kurze Zeit den Jugendunterricht in der freireligiösen Gemeinde geleitet hatte.","‒ Die Grundsätze der freireligiösen Gemeinde zu Berlin. Besprochen v. A. (26. Ausg.) 1894. 8. (14) Berlin 1895, W. Rubenow in Komm. n –.10 ‒ Hühnerweisheit, Lust u. Leid. Ein Märchen-Kleeblatt. 8. (48) Berlin 1896, A. Hoffmann. kart. –.30",.,.,.,Königsberg,Obscherninken,Charlottenburg,Berlin,Elbing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116296496,Amadei,Gräfin Anna,Amadei Anna,Budapest,Wien,1828-03-05,1927-02-22,"Amadei, Gräfin Anna, geb. Rosty v. Barkócs, Wien I, Plankengasse 7, wurde am 5. März 1828 in Budapest geboren. Vermählt 1850 mit dem Landespräsidenten a. D. Rudolf Grafen Amadei, lebt sie jetzt in Wien. Dem Andenken ihres 1894 verstorbenen Sohnes Albert, der sich als trefflicher Liederkomponist bekannt gemacht hat, widmete sie einen Band Gedichte. Ausserdem wurden in mehreren Sammelwerken und belletristischen Zeitschriften Novellen und Gedichte von ihr veröffentlicht, letztere auch vielfach in Musik gesetzt.",‒ Gedichte. 12. (248) Wien 1896. W. Frick. n 3.60,.,.,.,Wien,Budapest,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1306475813,Amalie,Herzogin von Sachsen,Amalie,Weikersheim,Pfedelbach,1837-07-08,1872-12-22,"Amalie, Herzogin von Sachsen, Ps. Amalie Heiter, geboren den 10. August 1794 zu Dresden, gestorben am 18. September 1870. Werke s. Amalie Prinzessin von Sachsen. Band I.",.,.,.,.,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116999071,Amalie,Prinzessin,Amalie Amalie,.,.,1773,1815,"Amalie, Prinzessin, zu Sachsen. (Amalie Heiter.) Dramatische Werke. im Auftrage Sr. Maj. des Königs Johann von Sachsen, aus dem Nachlasse vervollständigt u. herausgegeben von Rob. Waldmüller (Ed. Duboc). 4 Bde. 8. (425) Leipzig 1874, B. Tauchnitz. à n 6.–",.,Amalie Amalie;Amalie Amalie;.;.,"Amalie, Prinzessin von Sachsen (Amalie Heiter). Die Stieftochter. Lustsp. m. engl. Anmerkgn. versehen v. W. Fiebig. 8. (136) Gera 1879, Amthor. n 1.–;Bilder aus der Märchenwelt. 2. Aufl. 16. (126). Darmstadt 1864. Köhler's Verl. cart. n – 20; geb. 1.–;.;.","‒ Original-Beiträge zur deutschen Schaubühne. V. Die Unbelesene. Lustsp. – Pflicht u. Liebe. Schausp. – 8. (380) Dresden 1841, Arnoldische Buchh. kart. à 7.– Zum Besten des Frauenvereins in Dresden.;‒ Eglantine. Rom. 1852. ‒ Frühling-, Sommer-, Herbstu. Winterliebe. 1853. ‒ Moderne Wohlthätigkeit. Erzählg. 2. (Titel-) Aufl. 8. (152) (1883) 1896. Dresden, H. Minden. Die 1. Aufl. erschien anonym. n 2.–;.;.",Leipzig,Gera,Darmstadt,Schleswig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1065065310,Amalie,Tante,Amalie Tante,.,Halle (Saale),1856-12-03,1929-12-17,"Amalie, Tante. ABC der Kinderspiele. Was wir spielen im Freien, allein und in Reihen, das find'st du genug schlag' auf nur das Buch. Mit 24 Bildern in Farbendr. auf 6 Taf. 4. (15) Leipzig 1883, Opetz. kart. –.75","‒ ABC der Spielsachen. Spielzeug alt und neu, richtig in der Reih', nach dem Alphabet, in dem Büchlein steht. Mit 24 Bildern in Farbendr. auf 6 Taf. 4. (19) Ebda. kart. –.75 ‒ Aus der Zauberwelt. Seltsame Geschichten f. Kinder von 5–10 Jahren. Mit 6 Farbendr.-Bildern. 4. (17) Ebda. kart. –.75",.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115573704,Amanda,Tante,Amanda Tante,.,.,1819-03-22,1900,"Amanda, Tante, s. Amanda Hoppe.","‒ Der kleine Frieder. Erzählgn., Märchen u. Lieder. Mit 8 lith. u. kol. Bildern von Th. Hosemann. 8. (VIII, 224) Berlin 1847, Winkelmann & Söhne. geb. 3.– ‒ Dasselbe. Neue Ausgabe. 8. (VII, 160 m. farb. Titelbild.) Kiel 1892, Lipsius & Tischer. geb. 2.40 ‒ Die Geschichte von den klugen Mäuslein. 8. (60) Berlin 1849, Simion. kart. 1.50 ‒ Eine Häschengeschichte. 5. Aufl. Mit 4 Bildern vou Gust. Annemüller. 8. (20) Berlin 1895, Winkelmann & Söhne. n 1.– ‒ Eine Häschenu. eine Kätzchengeschichte. Pracht-Ausg. mit 8 Farbenbildern von Th. Hosemann. 4. (52) Ebda. 1873. ‒ Mariechens kleines rotes Buch. 16. (24) Greifswald 1851, Kochs Verl. kart. n 1.– ‒ Prinz Issy. Eine Geschichte treu nach dem Leben erzählt. 16. (48 m. eingedr. H. u. 1 Htaf.) Wittenberg 1869, Koelling. kart. n –.50 ‒ Prinz Issy. Eine wunderliche u. lehrreiche Erzählg. f. d. Kinderwelt als Weihnachtsgabe. 2. Aufl. mit einem lith. Titelbild in Farbendr. 16. (48) Ebda. 1869. kart. n –.80, geb. 1.50",Hoppe-Seyler Amanda;.;.,"Ps. Tante Amanda, Dresden-Striesen, C. Str. I I, geboren in Freyburg a. U. am 22. März 1819. Werke s. auch Tante Amanda.","‒ Elisen-Hain. 8. (215) Berlin 1861, Beck. n 3.–;.;.",Freyburg a. U.,Striesen,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126307024,Amerlan,Frl. Frieda,Amerlan Frieda,Angermünde,.,1841-02-19,1924-08-01,"Amerlan, Frl. Frieda, Stiftsdame zu Dahme, geboren in Angermünde den 19. März 1841. Das kleine uckermärkische Städtchen besass damals nur eine Elementarschule, auf deren Unterricht sie hauptsächlich beschränkt blieb. Ausser französischen Stunden bei einem alten Fräulein, welches in ihrer Jugend als Kammerjungfer mit vornehmen Leuten auf Reisen gewesen war, und ausser gelegentlichen Privatstunden bei jungen Kandidaten, die des Examen halber das kleine Landstädtchen aufsuchten, verdankt sie den meisten geistigen Gewinn dem mit den besten Werken ausgestatteten Bücherschranke ihres Vaters. Die erste Anregung zum Aufschreiben und in Druckgeben","‒ Alte liebe Lieder. Eine anreg. gesellschaftl. Unterhaltg. f. junge Mädchen im Alter von 14–16 Jahren. 12. (31 u. 243 Kärtchen) Leipzig 1882, Ruhl. In Karton n 2.25 ‒ »Am häuslichen Herd«. Praktisches Kochbuch. Mit 8 Farbentafeln, 9 Vollbildern u. vielen, kleineren Original-Illustrationen. 8. (500) Stettin 1897. Paul Niekammer. 6.– ‒ Annemarie. Eine Erzählg. f. Jung u. Alt. 8. (35 m. 2 Bildern.) Berlin 1891, Schorss. n –.25 ‒ Aus Urväter Tagen. Altnordisches Götterleben u. Heldentum, der Edda nacherzählt. Mit 7 Vollbildern v. Joh. Gehrts. I. Aufl. 1890, 2. Aufl. 8. (IV, 249) Berlin 1891, H. I. Meidinger. n 3.–, geb. 4.– ‒ Die kleine Heldin. Eine wahre Begebenheit aus dem amerik. Leben. Für Jung und Alt erzählt. – Nummer drei. Eine Erzählg. f. Jung und Alt. 8. (43 m. 3 Bildern.) Ebda. n –.25 ‒ »Ersungen!« Eine Erzählg. f. junge Mädchen. 8. (175) Berlin 1886, Eckstein Nachf. n 2.50 geb. n 3.50 ‒ Fürs junge fröhliche Mädchenherz. Erzählgn., Märchen u. Gedichte. 1. Aufl. reich illustriert. 8. (235) Berlin 1890, Schorss. ‒ Kindergeschichten f. aufmerksame kl. Zuhörer von 4–7 Jahren. Mit 8 (chromolith.) Bildern v. L. Mühling, 3. Aufl. 4. (IV, 54) Glogau 1882, Flemming. geb. 2.25 ‒ Was Grossmutter erzählte, als Schmiede-Wilhelm durchaus nach Amerika wollte. Eine Erzählg. f. Jung und Alt. 8. (46 m. 2 Bildern.) Zur Verteilung an Schulen. Berlin 1891, Schorss. n –.25",.,.,.,Angermünde,Dahme,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Französisch,.,.,.,.,.,.,.
116303336,Ancel,Marie,Ancel Marie,.,.,1792,1856,"Ancel, Marie. Episode aus d. Schreckenszeit der französischen Revolution von 1789. 8. (64) Basel 1897, Köhler. –.30",.,.,.,.,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116975024,Andow,Paul,Andow Paul,.,Wien,1835-04-08,1898-07-14,"Andow, Paul, Biographie s. Alberta v. Maytner, Werke s. auch Margarete Halm.",.,Halm Margarete;Halm Margarethe;.;.,Aus der Dornenhecke. 2. Aufl. In Vorbereitung. S. auch Band I.;Biographie s. Alberta von Maytner.;.,"‒ Der verwunschene Prinz. In Vorbereitung. ‒ Ewige Jugend. In Vorbereitung.;‒ Aus der Dornenhecke. Metaphysische Gedichte. 12. (102) Dresden-Striesen 1882, Heinze. Vorgriffen. n 1.80; geb. m. Goldschn. n 3.– ‒ Das Spottgedicht. Lustsp. 1 Akt. (16) Leipzig 1889, Anthropolog. Hausbuchverlag. ‒ Die Liebe des Übermenschen. Ein neues Lebensgesetz. Briefe an e. Freund. 8. (42) Leipzig 1897, M. Spohr. n 1.– ‒ Ein weiblicher Prometheus. Liebesrom. a. d. Gegenwart. 3 Bde. 8. (558) Leipzig 1885, Reissner. Vergriffen. n 6.– ‒ Frau Holdings Herz. Die Geschichte e. Familie. 2. Aufl. 8. (140) Dresden 1895, E. Pierson. n 2.–; geb. n 3.– ‒ Vom Baum des Lebens. Phantasieen e. Idealistin. 12. (56) Leipzig 1897, Litterarische Anstalt, A. Schulze. n 1.– ‒ Wetterleuchten. Skizzen u. Essays. 8. (106) Leipzig 1877, Wartigs Verlag. 1.50;.;.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137818459,Andrä,Louise,Andrä Louise,Stockholm,Stockholm,1828-08-06,1912-12-23,"Andrä, Louise, Universum der Landwirtschaft f. Frauen. Hrsg. v. C. Lindau. (In 10 Lfgn.) 8. Oschatz 1851, Oldecop's Erben. –.50",.,.,.,.,Lindau,Oschatz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018360794,Andreä,Nanette,Andreä Nanette,.,.,.,.,"Andreä, Nanette, Leicht fassliche Anweisungen zu verschiedenen weiblichen Kunstarbeiten. Mit Abbild. 1.–3. Heftchen. 12. (100) Ebda. 1843. geb. à –.25","‒ Sammlg. von leicht ausführbaren Vorschriften zu den schönsten u. elegant. Strumpf-Rändern u. andern feinen Strickereien. Ein Hilfsbüchlein für das schöne Geschlecht. 2 Hefte. 2. verb. Aufl. 16. (89) Erfurt 1842, Hennings & Hopf. n –.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117763519,Andrea,Silvia,Andrea Silvia,Zuoz,Castasegna,1840-03-22,1935-03-04,"Andrea, Silvia, Biographie s. Johanna Garbald-Gredig.","‒ Erzählungen aus Graubündens Vergangenheit. 8. (VII, 543) Glarus 1888, Vogel. bar n 5; geb. 6. – ‒ Faustine. Rom. 8. (309) Ebda. 1889. bar n 4.40 ‒ Wilhelm Teil. Historische Erzählg., dem Schweizervolke zur Bundesfeier gewidmet. 8. (156) Frauenfeld 1891, I. Huber's Verl. n 2.–; geb. n 2.40",Andreae Johanna;Garbald-Gredig Johanna;Silvia Andrea;.,"Märchen von der Katzenfamilie. 8. (IV, 131) Frankfurt a. M. 1861. Liter.-Anstalt. n 2.–;Ps. Silvia Andrea, Castasegna in Graubünden, Schweiz, geboren am 22. März 1840 in Zuoz im Oberengadin als Tochter eines Lehrers, ist Romanin von Geburt. Ihr Vater pflegte mit grosser Vorliebe die dort viel gebrauchte romanische Sprache, unterrichtete jedoch seine Tochter auch in den Anfängen der deutschen Sprache. Mit ihrem 15. Iahre kam sie in ein deutsches Institut nach Chur, woselbst ihr das Gebiet der deutschen Litteratur erschlossen wurde, in das sie sich mit wahrer Liebe und Begeisterung vertiefte. Als sie 21 Iahre alt war, heiratete sie und kam ins Bergell, eine italienische Thalschaft an der Grenze Italiens, wo sie seit 33 Iahren lebt. 16 Iahre lang blieb ihre Ehe kinderlos und in dieser Zeit fand sie Musse, sich weiter auszubilden und ihrer litterarischen Neigung zu leben. In der Umgebung zweier so verschiedener Volkstämme, Italiener und Schweizer, fand sie auch eine Fülle von Wahrnehmungen, die ihr viel Anregung boten und auf sie selbst nicht ohne Einwirkung blieben. Ihre meisten Werke entstammen der kinderlosen Ehezeit. Auch später, nachdem sie noch Mutter von zwei Knaben und einem Mädchen wurde, blieb sie ihrer litterarischen Thätigkeit treu. Gegenwärtig ist sie Mitarbeiterin an mehreren schweizerischen Zeitschriften. Werke s. auch Silvia Andrea.;Biographie und Werke s. Johanna Garbald-Gredig.;.",".;‒ Erzählungen aus Graubündens Vergangenheit. 8. (543) Glarus 1889, B. Vogel. 4.–; geb. 5.20 ‒ Faustine. 8. (320) Ebda. 1890. 3.60; geb. 4.80 ‒ Wilhelm Teil. 8. (157) Frauenfeld 1891, I. Huber. geb. 2.40;‒ Wilhelm Tell. Histor. Erzählg. 8. (157) Frauenfeld 1891, I. Hubers Verlag. 2.–; geb. 2.40;.",Frankfurt a. M.,Castasegna,Graubünden,Rom,Chur,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Romanisch,Deutsch,.,.,.,.
1049184726,Andreä,Wilhelmine,Andreä Wilhelmine,.,.,1792,1849,"Andreä, (genannt Wilhelmi,) Wilhelmine. Graf Bruno von Hochwalden, oder: Eifersucht führt zum Verbrechen. 3 Bde. 8. (608) Nordhausen 1842, Fürst. 8.25",.,.,.,.,Nordhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118502921,Andreas-Salomé,Frau Lou,Andreas-Salomé Lou,Sankt Petersburg,Göttingen,1861-02-12,1937-02-05,"Andreae, Johanna. Märchen von der Katzenfamilie. 8. (IV, 131) Frankfurt a. M. 1861. Liter.-Anstalt. n 2.–",.,Salomé Lou;.;.,s. Lou Andreas-Salomé.,.,Schmargendorf,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11887912X,Andresen,Frau Stine,Andresen Stine,.,.,1849-09-23,1927-05-13,"Andreas-Salomé, Frau Lou, Ps. Henrik Lou, Berlin-Schmargendorf.","‒ Aus fremder Seele. Eine Spätherbstgeschichte. 8. (154) Stuttgart 1897, I. G. Cotta Nachf. n 2.–, geb. 3.– ‒ Friedrich Nietzsche in seinen Werken. 8. (263) Wien 1894, C. Konegen 6.– ‒ Henrik Ibsens Frauengestalten nach seinen sechs Familien-Dramen: Die Frau vom Meere. Die Wildente. Ein Puppenheim. Gespenster. Hedda Gabler. Rosmersholm. Volks(Titel-)Ausg. 8. (III, 238) Berlin 1892, H. Lazarus. n 1.50 ‒ Ruth. Erzählg. 2. Aufl. 8. (304) Stuttgart 1897, I. G. Cotta Nachf. n 3.50, geb. 4.50",.,.,.,Wyk,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137665849,Anger,Clara,Anger Clara,.,.,.,.,"Andresen, Frau Stine, geb. Iürgens, Boldixum b. Wyk a. Föhr, ist die Tochter eines wohlhabenden Landmanns, Iürgen Erich Iürgens und wurde am 23. Dezember 1840 in dem Dorfe geboren, in welchem sie noch jetzt lebt. Der Vater war ein grosser Bücherfreund und bot der leicht empfänglichen und tief veranlagten Tochter manche nachhaltige Anregung, welcher zunächst warm empfundene Gelegenheitsgedichte ihre Entstehung verdankten. Im Jahre 1875 fand sie in Emil Andresen einen treuen Gatten, den sie leider bald verlor. Auch ungünstige Vermögensverhältnisse trugen dazu bei, ihren Geist mit Schwermut zu umnachten, und als sie genesen war, musste sie in tiefster Armut die Mildthätigkeit ihrer Schwägerin in Anspruch nehmen. Hoffentlich gelingt es durch recht regen Absatz ihrer von Karl Schrattenthal herausgegebenen Gedichte die schwersten Sorgen zu heben und der schwergeprüften Frau frische Lebensund Schaffensfreude wieder zu schaffen. Erwähnt sei noch,","‒ Gesammelte Gedichte. Herausgegeben v. K. Schrattenthal, 3. Aufl. Mit Bild der Dichterin u. Textillustr. v. Max Kuchel. 8. (XV, 130) Bielefeld 1896. Schriften-Niederl. Bethel. n 2.–, geb. m. Goldschn. n 3.–",.,.,.,Nordhausen,Rom,Schloss Hartenstein,Hartenstein,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11776292X,Anhuth,Clara,Anhuth Clara,.,.,1856-01-03,.,"Anger, Clara. Schloss Hartenstein. Rom. nach Martha's Aufzeichngn. 8. (223) Nordhausen 1862, Büchting. 3.75",.,.,.,.,Danzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138454027,Anjel,Ella,Anjel Ella,.,.,.,.,"Anhuth, Clara, Ps. C. Anhuth, Danzig, wurde am 3. Januar 1856 als Tochter des seither verstorbenen Buchhändlers Anhuth in Danzig geboren. Dieselbe eröffnete 1876 in Danzig eine Leihbibliothek, welcher sie bis heute mit Erfolg vorsteht. Ihre kleinen humoristischen Artikel fanden in süddeutschen Blättern Aufnahme. Clara Anhuth schreibt Lustspiele und humoristische Erzählungen.","‒ Lustige Geschichten. 8. (87) Leipzig 1898, R. Maeder. 1.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
